IDENTIFIKATOR_KLIJENTA,churn_risk_score,predicted_churn
1P45LVN3VTV3,0.9278099294098772,1
HDIECWQ4LJ6U,0.9278099294098772,1
2ZYH5G4K5Z09,0.9277836442516062,1
QKS5S2VQVPRB,0.9277644371541681,1
GPLO3FSV5I4O,0.9277635837187993,1
EVS4CS072S4F,0.9277437128271234,1
2ERSAQ3B3WKV,0.9277283631110759,1
6OOJ3W5UK9FW,0.9277114275423917,1
7K2SMZGN9A5E,0.9277024396574174,1
M2TIJW0ZEV32,0.9276990917305914,1
0TAHP356BHJ1,0.9276983024750799,1
WOJ8GJUCXEQS,0.9276853138393879,1
D3ZOIPFABM8N,0.9276818559694356,1
AWBN5NOMX80P,0.9276816655767349,1
7YE0YU11LVLT,0.9276303116183968,1
E05SYXW8WBIR,0.9276239675748739,1
JDG90YOVGI3H,0.9276232573341551,1
1OPIL1FK6PFX,0.9275780160170265,1
LB0KI1IJW3IF,0.9275651015542611,1
MH331VL18DMO,0.9275632372670798,1
1L3EGH7UBIRB,0.927555036892506,1
OT8KL7XXZXQW,0.9275508298261482,1
VAEO72ETYCRU,0.9275464815498407,1
QUXFDC1K8PA2,0.9275442935684708,1
OIC8L1HG63ID,0.9275434914037117,1
Q3TRHVTO5PB3,0.9275431533616444,1
MCLV4B0U8EQP,0.927543130472603,1
DJ26YKBL7C8A,0.9275410416713273,1
OMIXZL9D5T4D,0.9275393138727221,1
OW1TTBQ5VJMD,0.9275191032497001,1
1905J33RW1LM,0.92751831365165,1
RQZZ8KC65J3F,0.9274801297714605,1
IP2RV7AZG4A5,0.9274641693611889,1
2BXF1CO817LW,0.9274636895302181,1
7Q8UPNEDM5F2,0.9274636439664623,1
4TNIKF5CI84O,0.9274539297675689,1
9N1NSXL23HXK,0.9274356551703327,1
W01WPMK60L8Q,0.9274275847832691,1
NBW5ZE0Y6GXF,0.9274116853323523,1
ADUNZ8IITDS9,0.9274043466057286,1
IP2SO3JVO4IR,0.927347445758747,1
1LRC5ZFECUSQ,0.9273448712488003,1
U8V00CKEA4PQ,0.9273227560219921,1
VC0SIC161PDR,0.9273102486271599,1
9D9O7JEURLVB,0.9273061784488437,1
KJKUK2KNWXJY,0.9272883091169198,1
SYMZCAHNAJ8H,0.9272795074552184,1
37SGZ2WUFRV7,0.9272759400130545,1
7BOBXQHTCBJZ,0.9272730364319467,1
CZA79R40Q18X,0.9272571350822291,1
SC5P1GNTWDZ0,0.9272436160455563,1
3GZ5UZAKFKHU,0.9272071873476375,1
QR26RYYNIELB,0.9272066963884618,1
WHKCBAXNCOFQ,0.9272041802662622,1
0MROJQWS51G6,0.9271949093264131,1
U1S2XCSR7X9L,0.9271931834516444,1
1MAPGM50VJZM,0.9271725125464134,1
8KINZIVGB4JF,0.9271572686405563,1
M2FOUTXPDNSD,0.9271498343194111,1
NOX1JGW7T6PM,0.9271328377803484,1
YR80FZNQSI6J,0.9271240579837464,1
6D6FN2NSOAV1,0.9271056197981558,1
4GWKPPDW8NWE,0.927094071459143,1
O49FG8S5T5WI,0.9270832794885099,1
PQSROADK1V5V,0.9270578116883397,1
A8FF0UJPI6Y2,0.927041548861858,1
EWHQTV54JSSF,0.9270331906004973,1
G1XR3NIU3WME,0.9270290109597787,1
F817QHNC521L,0.9270185068099916,1
24Q9ISV76S5Y,0.9270117605613313,1
KBNLPQN0P0FP,0.9270111264858037,1
11O2EIDLQZSO,0.9270034836202545,1
H6TKZUBI4YVM,0.9270005258677474,1
HBE03GM0699V,0.9269192136719177,1
R2KDFPP36B7R,0.9268509631314298,1
CEH1XIZXQ7FG,0.9268485172741786,1
7WVPEPLVMCE8,0.9268214859079557,1
VNHZPL640GP1,0.9268061021740398,1
4CTEPXXW2Y04,0.9267909551143992,1
IMKV8VGEGKIB,0.9267738812372935,1
II6QJKMIZHBL,0.9267673964566064,1
PGT7JUDN45U9,0.9267661992515702,1
EI9RSRNR61Z2,0.926749480089164,1
Y4BWJDS71VD1,0.926749480089164,1
RR9X3S41E1TG,0.926749480089164,1
832FPX3YNAJE,0.926734775724652,1
GII33IGY786S,0.9267142382532991,1
U3K5888072GS,0.9266940002981354,1
HS037MUS3HVO,0.9266483377279677,1
3IUKKCOPIV29,0.9266420837605099,1
C826FK9LQL4F,0.9266110387423135,1
75NLV42JFLBL,0.9265815699765785,1
0963ICFLTBPS,0.9265667933728559,1
IBBXVXMMIV2I,0.9265493547326609,1
CMYUIDOAKIEY,0.926512619654448,1
DE2BYCS4IGWD,0.9265041185983458,1
XYGHRIOXCNQM,0.9264273659720833,1
PELELMQFYDYD,0.9264146279112181,1
B11EFXRS0HNN,0.9264126622387592,1
0PGAM7GRERVN,0.926404143213439,1
OZ9A63N4OYYG,0.9263985417297547,1
LJOCO20BIINF,0.9263881545035489,1
0YRUR45Z2Q2T,0.9263811875061314,1
97N2OWQQTTF8,0.9263665476535349,1
VW385EO5J4H1,0.92636466872086,1
FHJ4M1XC8315,0.9263520261855864,1
BJS7MXRBRIQ0,0.9263494746229186,1
E461MEVCYT20,0.9263485010881011,1
AJM78MJPGNP8,0.9263484791591367,1
9YFU3LY50L5H,0.9263040200750169,1
WW0T1RINBFIU,0.9262959094984984,1
6IJQOXGLCGNS,0.9262817361418185,1
4LXFSDP9D1FF,0.9262602445564373,1
MXJXVAEW98WE,0.9262143371317672,1
VNMUX5KXW987,0.9262096697844957,1
BVRUMA0V1KDD,0.9261900415465879,1
2JKDJ3562U6I,0.9261839279219911,1
5MCWBCI3K1PF,0.926178506343089,1
EP8M34UMOUUE,0.9261565426979919,1
7UYV0R3USB4P,0.9261482614478562,1
A03QG06Q92OW,0.9261292902361716,1
Y5U5ZRUS7S3N,0.9261292902361716,1
0E8O3YA2REEA,0.9261292902361716,1
O7ISWDDH9ZPY,0.9261292902361716,1
5J1ROSMY15K4,0.9261292902361716,1
5EEM94S3L1YY,0.9261292902361716,1
711C93VYYC2O,0.9261292902361716,1
TN1YVZW2D9UN,0.9261292902361716,1
CRH08A2GQYT2,0.9261292902361716,1
EPCM93I2F8QD,0.9261292902361716,1
UV4AQA2UTOZI,0.9261013732538234,1
H6PJTVML8S5I,0.9260839984114895,1
C0TZTQSS0519,0.9260704864141722,1
TLCQKM7BXRY1,0.9260347958580525,1
GU666DXW18RA,0.9260237625167428,1
5N61QFD0BADL,0.9259862439360022,1
IRZ56Q9H2Q2O,0.9259689677633103,1
2B4NFH2UF5BD,0.9259631626742623,1
PJ5XSP39WDAY,0.9259620011809991,1
S2893NDMMG6I,0.9259260972998176,1
6H7CZ95RY9R6,0.9259079769257045,1
J73WH78HA5SM,0.9259058066770232,1
ELJYXU584YT0,0.9258913131406393,1
BUG9XGQGHC40,0.9258851074283626,1
C7HE3FP52VGP,0.9258778016835525,1
4HLRCRH3DIP2,0.9257787735246015,1
5E878T4QE9W3,0.9257763045564781,1
RZ4Y3U3K4EMV,0.9257735101312495,1
HU2UEMBUF1DX,0.9257537225612984,1
AH2TRQ9HZ6QR,0.9256338902426755,1
Q74AA16MYUVN,0.9256019071119621,1
7F4140V7NFRG,0.925583559617396,1
IWBADAWJNAFH,0.9255231947516558,1
OWOPAFDF661J,0.9254799628375098,1
HW4C0SZ7BK57,0.9254717257629964,1
2OTR0K1QQAJL,0.9254540462929302,1
8CU805S5EROZ,0.9254501355556903,1
0O1N44DH09HT,0.9254108661516327,1
RLTM4MATMKCE,0.9253955172909524,1
PKXBWF8J79F7,0.9253867647961457,1
OGVBSQVVC9N6,0.9253867143638833,1
90Y1LVHYM6IH,0.9253766724810575,1
QWLRXI8WSO9A,0.9253491898835036,1
6WNKKSGE7ECN,0.9253231703934799,1
LNUNNY1LXM39,0.9253198855629549,1
OCQCQSWVFVJG,0.9252291160177115,1
IC6EHNR5CIB4,0.9252260710807446,1
Z02J8YHFAZ9W,0.9251991390840695,1
99R0EX3JL3QB,0.9251790660222374,1
OAEA19T4LQWW,0.9251649026155465,1
9P6G3NG1XHPK,0.9251495776963036,1
JEKYBUZRHSL3,0.9251164949686503,1
I1QWFVY13N86,0.925103516877319,1
M4SFXIXZKPDE,0.925103516877319,1
KLKUWRB7STLG,0.925103516877319,1
ZOL3726636D1,0.9250412451130821,1
QW1IOFTR9LJK,0.9250085252720338,1
Y0VDVNCSPR2H,0.9249831015479612,1
NG6T1U6E81GU,0.924981207968387,1
76170V64N88Q,0.9249070562174585,1
EKOQJLJY3YUH,0.9248902641248279,1
4YD53XLD7FEN,0.9248405594483204,1
CTMXGCWAI6R7,0.9248296314551933,1
SLRUHT4XSN68,0.9248141943063743,1
2CZHO4F78D82,0.9248104218018746,1
RVSTZ0MQZQ3J,0.9248084423035686,1
AAV6JWPSGWSH,0.9248070768363171,1
VPFYVJFIXHBS,0.9248053871248891,1
AZ8F12LZGVKR,0.9248044597045089,1
KDB4EF5VZTU5,0.9248025680846295,1
B83NUD0911AU,0.9247753421471788,1
Q4DIZZL7GU8C,0.924702773802441,1
296YUJ0WXZYF,0.924650593583002,1
8UNHFDDFU3IL,0.9246322076125736,1
8H226YPWJLI2,0.9245788409086478,1
DGMRXJ35Y1KV,0.9245781942569059,1
4GGYSQDVS5FE,0.9245694847991721,1
E853E09KBN6F,0.9245283771847163,1
PIWS8SNQGSQX,0.924526121536567,1
MNHQWABP8YWW,0.9245065023097478,1
OAGPTTG4Q0OP,0.9245048678287414,1
CNY03CNN5TM1,0.9245048678287414,1
FL0R0NIKDCIP,0.9245048678287414,1
M4KBV5G55B0A,0.9245048678287414,1
8QSCXWB2O0LT,0.9245048678287414,1
U010EWD4VSOR,0.9245048678287414,1
34TPUS7XXP3Z,0.9245048678287414,1
XU09CE1ZYXJD,0.9245048678287414,1
V2TDDQJMCMM7,0.9245048678287414,1
X0RXUHPRY9VY,0.9245048678287414,1
W67Z8RPZDSNA,0.9245048678287414,1
BR81DT52V6BV,0.9245048678287414,1
NVRDTD27WN6L,0.9244897128179839,1
ZR2976V0JWPU,0.9244485514909357,1
SBI186F3J337,0.9244139476286064,1
8IOVW6E5E78K,0.9244028434532041,1
9ICT1USBU32W,0.9244012438161087,1
924OY2GJXLYJ,0.9243889295492949,1
V1HH36SWGE1X,0.9242351659034218,1
1HXAO4TCMIPA,0.9242325888283183,1
19UAIFOR0SZA,0.9241547367714875,1
J8KL29DU6151,0.9241541540856082,1
3N7ON6MS2FFZ,0.9241360339115609,1
26WEMIS1XQ4L,0.9241317962000667,1
TJ9DPTHWUSDL,0.9241195752802394,1
ZROZRVQ77WR5,0.9241193309010247,1
3ZBPP9030LVR,0.9240247061482286,1
MM0R7ULO42KC,0.9240119477857144,1
RSQNHKT6RT92,0.9239857597951103,1
T67P45D97SXJ,0.9239662606664346,1
RF8QQ1XCZZP8,0.9239531057161952,1
BZN5T1JHU8K2,0.9239463043545293,1
EYK7AHQKE4UC,0.9238934891220775,1
2PFGG6RREQOE,0.9238249884997418,1
D2TAJ7PQ2XWZ,0.9238231927111836,1
LT1G28JQHL8F,0.9238219231818412,1
MNRCGZBIVNGY,0.9238057601812791,1
A6JKWYDXN7HA,0.9237952464966976,1
DO9I9AE8UMBE,0.9237823155295479,1
PYQSDGV3QWNC,0.9236397974867194,1
940ULQP6TFD8,0.9236281359554146,1
P64IJ1XN1OVS,0.923625536695597,1
MP48MX11P5PV,0.923625433962236,1
9WRROIW6K069,0.9236117330485522,1
0YPBJUQNI1R3,0.9236117147129999,1
LECNJH9KH0KF,0.9235531659756526,1
7RTO97303VVH,0.9235458678749304,1
KTKUW5A2HPI3,0.9235446908876365,1
VU06LLTPRXSS,0.9235392966704986,1
65H01BFTEFMD,0.9235181208950047,1
6A7WIJ0I401O,0.9235168862430175,1
HVY9PABE17XS,0.9235168862430175,1
RAQV2WW6UIZ9,0.9235168862430175,1
2PFX8JTYI76J,0.9235168862430175,1
SQCHZIS76TB3,0.9235168862430175,1
D8E9BAWLHWH5,0.9235168862430175,1
0S4R0AY9IQ7X,0.9235168862430175,1
9XK4PJ1FQOFJ,0.923505960559933,1
MD3RJRBXFRCT,0.9234907808946725,1
IDXTJIC78VMD,0.9234669361998719,1
A31V878ZKOFH,0.9234433231845246,1
OMRAKO626F7R,0.9233969286116195,1
UU7YF3EM60SW,0.9233616958991967,1
ENGE4S4CO9ZX,0.9233358964214908,1
PJQCR9HNKR13,0.9232981137330092,1
NFF1RMMOM59P,0.9232730750132718,1
0H03C3LT677J,0.9232187392364218,1
RRZA8TX8YS7P,0.9232002860466869,1
UYF3R5BGV6JP,0.9231963868363218,1
AI3WGI0RJUNE,0.9231410137261259,1
Z4371TI5S5QI,0.9231338699750843,1
FJ5JPO08RA73,0.9230876355306553,1
MOQSHC7YHLBK,0.9230610161334958,1
2U0FMZPH2WDQ,0.9230266309011187,1
UHE18SN2D5Y3,0.9229416047784512,1
5XQ1KOVHTL94,0.9229416047784512,1
7J4E6B8TKG9Q,0.9229416047784512,1
IMQGI242O3PS,0.9229416047784512,1
HAHYMK2R5U9I,0.9229416047784512,1
F9BYOJE8EZFV,0.9229416047784512,1
2PVTKY6DVUOX,0.9229416047784512,1
N7E0A331VM2K,0.9229416047784512,1
1JK43LHKXCZ2,0.9229416047784512,1
EI8Z4SEHJV17,0.9229023103730587,1
GFH9N894565L,0.9228894862266449,1
WIZDMLQXVTYG,0.9228849314696043,1
5BHYEM84QQW0,0.9228386605295033,1
SOSOFAGDTKFJ,0.9228300872151732,1
3KZJ3GLSFEEC,0.9228050652395601,1
X5863NGCM8C7,0.9227806103570638,1
1HO4DE72CCET,0.9226728558543317,1
8F4BQ9DBM3TP,0.9226257913688032,1
ZIT4FCTSSIFW,0.9225749841986912,1
5HR1OH7Y1ZH9,0.9225735155586604,1
ROHL0DWA4GXJ,0.9225621200809138,1
AOLCQX2CKDCY,0.9225234539292573,1
YKHUM7KMR4B7,0.9224998492510771,1
7DKCCEX2MHWF,0.922484435874225,1
9BVLTHXNO262,0.922480557712685,1
R0A6XRYWNOO4,0.9224494514225807,1
5UR07G24H043,0.9224494514225807,1
HDNA4CMG9DPH,0.9224020581703143,1
DME5BCFZ7XDW,0.922397905816099,1
UO4FF2GY5UFP,0.9223804220708303,1
4CDC3JKQA1TH,0.9223496831015616,1
JJDW5C20HI4O,0.9223082747584871,1
P7EQNXFBFPXL,0.9222861824882546,1
B4QLXXZY287N,0.9222361170051457,1
SRW7V9A17NU6,0.9222192696465377,1
Q02YHS26ZV7Y,0.9221816878371462,1
1NGMM3PU2Z1G,0.9221698526101119,1
YH31Z7STVNQ8,0.9220820461445688,1
CM6S2V01TAFN,0.922051743270096,1
1AUOQY9KYGDB,0.9220075217081202,1
H5JJ5MPBHQ6B,0.9219944428325897,1
X8WOZML8L7TE,0.9219944428325897,1
ASTEEV7Z37LG,0.9219944428325897,1
EVFYG4Z6XW8W,0.9219944428325897,1
793ZLSZDM9ZG,0.9219944428325897,1
W69TI035OAMO,0.9219944428325897,1
N58JK8GJWHVW,0.9219944428325897,1
LBRHFQMPSLPP,0.9219944428325897,1
51AX0SNMQ7D8,0.9219813830893612,1
REGZ8KF0H102,0.9219330646825826,1
YGDYH9JKG553,0.9219315375299413,1
HPJ9HI5NODYV,0.9217899585394135,1
VJ6L4APALJKD,0.9217883206045959,1
VGRB3WSCD6NV,0.921679368520165,1
SIB7OOAZ7Y6K,0.921678302452655,1
5D72PEHEDENM,0.9216666041751859,1
MCYR68324B1W,0.9216287189909554,1
UFF9IJJ99AYD,0.9215916205980844,1
VQBXPPLYEAJR,0.9215782156201366,1
TQDY02M6LD5G,0.9214840935506894,1
IO3XW6XYZ5PS,0.9214820480914733,1
MXHAV26S2K18,0.9214455350061831,1
6B5RYSVAV2MC,0.9214442992858053,1
83912YW2L4J5,0.9214442992858053,1
5DF76U2FBBWL,0.9214442992858053,1
SM3PXP98IYNP,0.9214442992858053,1
Q5OFU58KOGHY,0.9214442992858053,1
UVXXCNQO9NN1,0.9214442992858053,1
CPCD7M0E80U6,0.9214442992858053,1
8K8EC1UVM03K,0.9214442992858053,1
JK6JT25YK4DZ,0.9214442992858053,1
DGCYQB4FXI21,0.9214442992858053,1
0LPHZOXDD829,0.9214442992858053,1
PC363FNZ89L4,0.9214442992858053,1
K74PU21TZVNF,0.9214442992858053,1
DC1YMBM2NCNE,0.9214442992858053,1
PY3RFKRTS7OO,0.9214442992858053,1
GEQM36KUL14B,0.9214442992858053,1
WW7E413OJQUN,0.9214442992858053,1
VC4PHNPGQJS4,0.9214442992858053,1
RYBEP3I0S34L,0.9214442992858053,1
RY4X1SAOZ5LW,0.9214442992858053,1
F8GSOEUP9RVI,0.9214442992858053,1
ZFPXUOWZKK65,0.9214442992858053,1
NUYVBLSCILSA,0.9214442992858053,1
UI4T0WCXPUM0,0.9214442992858053,1
H6F4F1XFLB5Y,0.9214330480565149,1
1X867L5G9PEW,0.9214261375533087,1
2N2QDIDWHNIX,0.9214242879557198,1
MTYM9585CDDZ,0.9214086533303483,1
QHDLF3APQEOM,0.9213116037766993,1
7TTRGKQXLRDU,0.9213047960378468,1
8HZQ4WIAEPX8,0.9212267937850849,1
UKMQLTPM7NI3,0.9212156483083973,1
XTQOBWWDUQKO,0.9212023586415448,1
YLJTIOTSK3TM,0.9211775946948205,1
4MLNQX2XSGX3,0.9211295929076485,1
Y199WBCD7AHZ,0.9210833950987205,1
C7YM5E8YJ1MT,0.9210782913611858,1
3X0G3V5FTA21,0.9210648579866249,1
GRKAAABM347N,0.9210324111423985,1
4Q5843RVBS3L,0.9209607150335878,1
5ZSW158H9OU8,0.9209333364870457,1
2VMIZ268WMI8,0.9209304471295708,1
SXTBVE6V2PWK,0.9209109374709765,1
3DZIKATG2QIC,0.9208203505256881,1
9O7N4AGVZ84V,0.9207983027414033,1
37QDNCCJFRGO,0.920760017161342,1
12SYNQA01ABJ,0.9207020219961055,1
4AKXHJAJ2OPD,0.9206792145443714,1
CFXGNIL6ARH1,0.9205912733831163,1
MA1BL7DO3SH3,0.9205859084200613,1
CADTY3T7PRBT,0.9205790967851835,1
D0USSAZ2F5Y8,0.9205408829842248,1
CQ5MIOBT3JZI,0.9205408829842248,1
807BHFLEYF0T,0.9205408829842248,1
643FEDJR54H9,0.9205408829842248,1
22DRUTCMX3YE,0.9205408829842248,1
R70EOM2E1YPR,0.9205408829842248,1
03B6QW5UDMDV,0.9205408829842248,1
4VUCNYFB655F,0.9205408829842248,1
66K2L1NVW7FT,0.9205408829842248,1
KNR2K3UGWBFI,0.9205408829842248,1
8I624NDJ49BZ,0.9205408829842248,1
M2W5I4VR71V8,0.9205408829842248,1
8C25CD56QBWT,0.9204234142127783,1
WS5MP0R6IEZF,0.9204218283652933,1
FL76RT0CNIN4,0.9204202463930159,1
S7OG5RIMSA48,0.9204177820939174,1
86BLS87KV11L,0.9204056745516207,1
7JML4R9UP0IK,0.9204034129559708,1
3R83I0MD30V7,0.9203946524651171,1
ZGE6VV1IJF9V,0.920362755318878,1
54SFKECOT3IY,0.920320457480638,1
YPFE8QFKHTTY,0.9203111297001859,1
74QY7M8FPSYC,0.9202886052299817,1
2451420QKE5E,0.9202748297296226,1
F6WU0HU9T0ZL,0.9202142631344877,1
1DK4AOVOYM67,0.9201992394301816,1
05TNNXYF5OU2,0.9201826280215939,1
ETJCNXCY9T79,0.9201425180621379,1
TXMIM3G9F56X,0.9201279066945165,1
KL1GSVGIY2LD,0.9201174250137361,1
P0HS0TPK0OYF,0.9200891215874983,1
IFCGWA1890IX,0.920083125585252,1
F6QXY8DVWR26,0.9200585797615282,1
R4PTAYK9HZTE,0.9200362356088834,1
3I7JTI023XTZ,0.9200308438973513,1
MYDF053CN6N9,0.920017583136324,1
T0BX3V7PUWCU,0.920017583136324,1
TPP745T2QMQ1,0.920017583136324,1
THJSVTYU6BML,0.920017583136324,1
K3IRIGAY08P9,0.920017583136324,1
JZTGBFID3T91,0.920017583136324,1
E07CUH4201Z5,0.920017583136324,1
PPXKCEQ94HWH,0.920017583136324,1
PDAVNPNV77FK,0.920017583136324,1
3KTSFMAXDYXP,0.920017583136324,1
FXUE9JTZ5IUY,0.920017583136324,1
IZ1ETB34EDS8,0.920017583136324,1
0P8G1946J8ND,0.920017583136324,1
IRTRC0DLS6H0,0.920017583136324,1
JJN2ZH46TIXF,0.920017583136324,1
AZ0FLMGADM8V,0.920017583136324,1
2XCJYE09PK5I,0.920017583136324,1
TOWJVX5QMWA9,0.920017583136324,1
LX0UBAJPZWE6,0.9199629761803784,1
74IEYRUE2O9F,0.9199454556297796,1
0EWUG90KC4V7,0.9199445431863785,1
6YOC3U9PCVM5,0.9199255892339975,1
BP9SVYUGO24C,0.9197730014792092,1
HXGXR2QCG810,0.9197607337297315,1
I7W7UKJ4KMCF,0.9197553815512554,1
1LTWP7QCC2MH,0.9197538375985808,1
G4OIHI5B26HT,0.9196928358304761,1
OF8CMFGAC9HE,0.9196355735318854,1
40XZWQUUG016,0.9196214332219991,1
KK89JFNY8KN7,0.9196159997361356,1
5DQH8QBDDCP9,0.9195770685570829,1
KLVYAJ74X1C9,0.919521661390402,1
Z3AWXDIUWXTO,0.9194675483420772,1
ETB96MHCEVC0,0.9194481249468265,1
Q904K1OEFZNG,0.9194445319865571,1
9453ARPDI8YZ,0.9194384021561783,1
A3Z6J32377H1,0.9194148155499068,1
VA4SMA6XQW6J,0.9193994845009851,1
OZUE6EL9F2NB,0.9193029763211638,1
5LBPK0Y1QSC7,0.9192767922413908,1
KK4CI7VZMR6E,0.9191607232755347,1
TH7U51AN6M52,0.9191607232755347,1
VCY5HDT1WUJ7,0.9191607232755347,1
NLE3WKKOSTNX,0.9191607232755347,1
3HQQWG7H3IPO,0.9191607232755347,1
2XV7R4GT3OTU,0.9191607232755347,1
KSWM7QD25DRD,0.9191607232755347,1
SYCRLUZHIWHN,0.9191607232755347,1
OHVBU89LRGBD,0.9191607232755347,1
RTZ1988USERQ,0.9191607232755347,1
GK5RF24RSXUM,0.9191573541657775,1
5619DPY5889I,0.919137266033045,1
2H3X13HDJUFL,0.9191308173379851,1
81I8BMN30JOU,0.9190030585287757,1
I93FDXIM4AB8,0.9189600992187433,1
M5Q0238ZYZUY,0.9189583286216861,1
5GGRX207SMG6,0.9189356970946226,1
66NQL6AOGTHB,0.9189347383466617,1
MEX2SK9ODCZ6,0.9189243690750651,1
QTW6OOSWNZDX,0.9189135990837929,1
Y41GZIBQT065,0.9188153738236396,1
ZJ6MRURN09CE,0.9188074545960663,1
8AI4IIF8IPWM,0.9187939827698074,1
JCTBXPM5ZJJW,0.9187819915301569,1
D363PAMZTL6T,0.9187441769811111,1
ZAYOPOGCRE1K,0.9187182308006775,1
YJTSC9QUCZS4,0.9187042504061327,1
7WN8K9PU5PJ8,0.9186897424045475,1
VPSHRXA0EZ2Q,0.9186812738038692,1
1XSY17KMNIIM,0.9186689659341732,1
850FY2GM016K,0.9186659006073001,1
UYCGLZS1LV5O,0.9186659006073001,1
N1207ZAIZGHJ,0.9186659006073001,1
9P6I2CTSWZFH,0.9186659006073001,1
W0X0DVCMM3GJ,0.9186659006073001,1
L05YZ481TUD0,0.9186659006073001,1
OHHDI21IZPBE,0.9186659006073001,1
RYUC1BHYWJ9I,0.9186659006073001,1
3WC5WWDNF4I1,0.9186659006073001,1
GIA6VS0XF7UK,0.9186659006073001,1
9P5LO6FXGFLU,0.9186659006073001,1
8FXB2JQRPT91,0.9186659006073001,1
J5X398KETONY,0.9186437558540507,1
AX7UZ9DR2WU3,0.9185437034920979,1
AQ9HJNQBP4Z2,0.9185402548761138,1
4KJG7C028F24,0.9185237471540639,1
14U2AMBG2UY4,0.9184927159672266,1
IOES104ARZDN,0.9184822491633932,1
3Y0J7M3T6RJY,0.9184254559523625,1
AGS62EFRFRL9,0.9184129377148189,1
VZBAA83VYSDO,0.9184008892049847,1
7E26JCSA8HTI,0.9183467377409061,1
AJ9OCWS2GVGS,0.9183451227582556,1
QYSM7UB411CZ,0.9183347243948992,1
GA1C4HV0I2KB,0.9183200529373353,1
MT62Q3UG4A55,0.9182964002759562,1
IM3HUDXK4NE1,0.9182841377719008,1
S11KVDPIMND8,0.9182326781038206,1
HFODKDL4ZNO1,0.9182094453491174,1
WOBJJXUZBF8W,0.9181683952912829,1
KKPX9CZN4YSW,0.9181629723517583,1
35G1PKG69M4E,0.9180891339735671,1
7YWZONADORRG,0.9180495061149712,1
2B8QV6ZFW5AC,0.9179958277006378,1
5CBLRTIADYWL,0.9179561683625732,1
PNTI805FB469,0.917948245532645,1
HGQM0CYYXBF1,0.9179447193396053,1
LD9AKQ5C6AQ6,0.917944492671114,1
889527VIMWW8,0.9179108880181345,1
6G00KTH1NJG2,0.9178867982171117,1
RALYTM4FO5IB,0.9178795925344989,1
I6D384NZE4FM,0.917858280064664,1
3VJR9CAQYX4W,0.917858280064664,1
HT9BGTQ52NIO,0.917858280064664,1
YUETVIHRIDRQ,0.917858280064664,1
S6YJZ4E2MPYS,0.917858280064664,1
0T6W1GP297HE,0.917858280064664,1
II1UO7VR85XE,0.917858280064664,1
GFJSOQH3QU20,0.917858280064664,1
YPUZY55MWMC3,0.917858280064664,1
I4K7NTLL1FOX,0.917858280064664,1
BTX813N845A9,0.917858280064664,1
0LQDEEVD6ROO,0.917858280064664,1
TS1Y71HQNK0T,0.9178524945195214,1
U3RVD4LZ7H9I,0.9178492216660499,1
51KKSCZBE4D1,0.9178463787809589,1
OHKRU0NAM7QR,0.9178267413341867,1
IHVA3UAK3CCH,0.9177773124921627,1
8W1L1GCKUGMA,0.9175754925368172,1
AGRZQ5CDNYL3,0.9175567010904678,1
KJPCKITKGC1N,0.9175419985368486,1
5JCV4QXU7NRL,0.9175322660582618,1
85MIIRW1B2NE,0.9175263861983082,1
4160U0Z1SFGN,0.9174328913570267,1
0266BSOZRSLN,0.9173934884026396,1
R79RANDATZCU,0.9173934884026396,1
6X50JOJIZAXE,0.9173934884026396,1
1LDFY83GF9AK,0.9173934884026396,1
82VJT4G92OIZ,0.9173934884026396,1
KKX0K0Y2VIIZ,0.9173934884026396,1
5BUQCS1GZDX1,0.9173934884026396,1
0NNCBUCF1YWP,0.9173934884026396,1
EYF62YCTCT3S,0.9173934884026396,1
B3SHIKIII9CC,0.9173934884026396,1
QPF41EZ5N0Z4,0.9173934884026396,1
VYVTVBIAF9CJ,0.9173934884026396,1
AUCPXO8G5G2S,0.9173934884026396,1
T4ICS782NPM1,0.9173934884026396,1
SIX9FMUVPOGU,0.9173934884026396,1
E1CP3S754ZIH,0.9173934884026396,1
1QX8AGXZQJ9N,0.9173934884026396,1
XD0LCBJZ5X4Q,0.9173934884026396,1
N04V4S6MLIR8,0.9173934884026396,1
85NNHMCPNAZ1,0.9173934884026396,1
PIWMV3DALXDA,0.9173934884026396,1
73YDAIFDCEUN,0.9173802717944779,1
63MWTSMMVWX1,0.9173615855822088,1
35JEFEE1YM5W,0.9172653689370966,1
IW9VYVQI6LLN,0.9172536280998994,1
ZJ2OVLTQTUJ5,0.9172495464730036,1
63L4HOYIJZV6,0.9172433139870536,1
JCMI25H3LTFU,0.9172065110073814,1
55AIKB4EQ97W,0.9171324012071063,1
KA6GBD10HF28,0.9170889854852834,1
RBO04BFVH981,0.9170706075747196,1
WV0IJFKRXJ40,0.9170498352333263,1
4A583E9SMWLM,0.9170418639960992,1
TLGQAC5XX05Y,0.9170213369001431,1
PP0EG7HQT2Z5,0.9170038302714876,1
D4ND9TW47PIN,0.9169386897048688,1
I6YRNXTT44K4,0.9169376215158069,1
HQTNOLGKA2JH,0.9168764426793382,1
Q3FKXTP9FKV5,0.9168653955632068,1
8D61VI9VOIFD,0.9168653955632068,1
CJ1HXO70PKQC,0.9168159590378239,1
NK8LHGC3WKM4,0.9167522251409647,1
3PWEIX9DI12U,0.916745504320681,1
5S76JI5PEFSZ,0.9166686256481218,1
