IDENTIFIKATOR_KLIJENTA,period,dob,tenure_years,n_core_products,has_kredit,has_deposit,prima_placu,avg_txn_per_month,txn_amount_std,months_active,txn_trend,avg_balance,balance_trend,balance_min,has_contact,n_contacts,churned
5IEFX66QP55K,P1,60,11.624914442162902,0,0,0,0,2.2857142857142856,90.53745928251652,7.0,-0.151639344262295,0.0,0.0,0.0,0,0.0,0
690PVG6PI6BI,P1,61,9.25119780971937,5,1,0,0,12.0,134.91512563777533,9.0,1.85,-1784.7478688524589,4.862916666666666,-13343.45,0,0.0,0
F00040ZIGHZQ,P1,55,20.90622861054073,1,0,0,0,5.5,1141.2874292665497,8.0,0.6166666666666667,3713.042127659575,686.1104166666665,357.88,0,0.0,0
0QL9UFP7QI84,P1,52,2.047912388774812,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
RAQV2WW6UIZ9,P1,47,18.924024640657084,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
QVFMN3J65ACY,P1,72,0.3613963039014374,2,0,1,0,3.0,0.0,1.0,0.0,16704.82,-3732.831,0.0,0,0.0,0
B7Y05SWA70OF,P1,45,6.7268993839835725,3,1,0,0,40.66666666666666,3855.0885253195306,9.0,-3.916666666666666,941.9310679611652,101.01416666666668,-14192.55,1,1.0,0
RCGJ8OZLYE3E,P1,50,28.88432580424367,4,1,0,1,44.77777777777778,245.6980164382906,9.0,-1.1,5443.364241245136,-13.652000000000012,-4565.09,0,0.0,0
27T4O6IOKG4G,P1,64,24.50650239561944,2,0,0,1,24.88888888888889,61.52647975895474,9.0,-0.1333333333333333,1701.183090909091,40.64841666666666,1397.75,0,0.0,0
GPJII4VOOG7H,P1,71,9.500342231348393,2,0,0,1,10.333333333333334,67.67008893202562,9.0,0.1666666666666666,454.36304347826086,34.391916666666674,122.32,0,0.0,0
UKMQLTPM7NI3,P1,50,18.924024640657084,0,0,0,0,1.7142857142857142,13.216872452446625,7.0,-0.0212765957446808,0.0,0.0,0.0,0,0.0,0
FQ2ZXW25IN2Q,P1,55,18.924024640657084,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
WKDSWLDGK500,P1,12,7.37577002053388,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
4160U0Z1SFGN,P1,93,15.811088295687885,2,0,0,0,2.0,221.05635316847105,9.0,0.2333333333333333,462.6638775510204,38.118,5.42,0,0.0,0
TP91LX4FF7U3,P1,53,18.924024640657084,0,0,0,0,12.555555555555555,10.82245332785048,9.0,-0.3999999999999999,0.0,0.0,0.0,0,0.0,0
XJDV1ZN6HLBZ,P1,85,9.040383299110198,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
XJN39AHUFBJP,P1,71,28.268309377138944,2,0,0,0,11.11111111111111,243.2777643087436,9.0,-0.25,327.9371111111111,-15.196,0.0,0,0.0,0
NVXTNQGJLRFJ,P1,75,18.924024640657084,0,0,0,0,2.5,118.74063507400396,4.0,0.4,0.0,0.0,0.0,0,0.0,0
GUZ6XLZJ6TT6,P1,54,18.924024640657084,0,0,0,0,2.125,221.89116171460915,8.0,0.1309523809523809,0.0,0.0,0.0,0,0.0,0
195S5SPUYDKI,P1,30,9.311430527036276,2,0,0,0,1.3333333333333333,34.71936180186167,6.0,-0.1052631578947368,16.768749999999997,12.33525,-10.76,1,1.0,0
SMB99961FQRA,P1,48,26.151950718685832,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
O7PZH3064HP6,P1,56,18.924024640657084,0,0,0,0,1.25,119.1001699411046,4.0,0.0614525139664804,0.0,0.0,0.0,1,1.0,0
SNAA0TNCZ8I0,P1,51,13.949349760438055,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
SZLV5Y1YDAJB,P1,57,18.0041067761807,2,0,0,0,3.7777777777777777,20.864719747094068,9.0,0.0,31.393500000000003,-2.6784166666666667,-0.03,0,0.0,0
WVOIJ5E0EBGL,P1,69,0.648870636550308,1,0,0,0,1.375,6370.268420612773,8.0,-0.0357142857142857,33408.8588,-467.5545833333334,12700.28,0,0.0,0
LYFKFOW8IV0I,P1,47,17.724845995893222,0,0,0,0,20.88888888888889,25.069401990632663,9.0,-0.7,0.0,0.0,0.0,0,0.0,0
I6D384NZE4FM,P1,51,18.924024640657084,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
VIHTEULRLQIS,P1,75,25.388090349075977,5,0,0,1,40.77777777777778,63.62007600736328,9.0,-0.35,246.31899628252788,-37.51141666666667,0.0,0,0.0,0
FL8TDEPQLS9S,P1,58,1.9137577002053388,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
2OC83I6YC1PC,P1,58,18.924024640657084,0,0,0,0,1.3333333333333333,40.315035243277,3.0,0.0263157894736842,0.0,0.0,0.0,0,0.0,0
B83NUD0911AU,P1,36,1.9000684462696784,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
DRSP9FPE67EY,P1,34,12.813141683778234,0,0,0,0,1.1428571428571428,53.45224838248488,7.0,-0.0338541666666666,0.0,0.0,0.0,0,0.0,0
KFDIKXLP363G,P1,70,15.80287474332649,1,0,0,0,1.5,3443.9105739890124,2.0,0.1666666666666666,2851.4410526315787,549.6984166666666,0.0,0,0.0,0
YJJ3NACSG8FJ,P1,67,5.300479123887748,0,0,0,0,2.125,102.18100740482404,8.0,-0.2080200501253132,0.0,0.0,0.0,0,0.0,0
GGB9LPHGP6O9,P1,79,25.44558521560575,2,0,0,1,6.333333333333333,228.7985725139003,9.0,0.1333333333333333,495.816835443038,48.178,17.61,0,0.0,0
O7SRVAXU15RK,P1,65,26.77344284736482,2,0,0,1,3.0,13.871791562000965,9.0,-0.1666666666666666,30.3556,-2.358083333333333,1.47,0,0.0,0
B4H43O5N9RQ2,P1,55,8.164271047227926,0,0,0,0,1.6,82.92029718780732,5.0,-0.0373831775700934,0.0,0.0,0.0,0,0.0,0
KPQ7RVN7J33Y,P1,30,8.15605749486653,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
MAXUW0HEK93S,P1,81,9.215605749486652,2,0,0,1,61.55555555555556,70.36703525112196,9.0,0.25,944.9089591078068,148.77225,12.66,0,0.0,0
ULHPAVKV7LGX,P1,43,1.620807665982204,0,0,0,0,1.5555555555555556,152.81246137553163,9.0,0.0166666666666666,0.0,0.0,0.0,0,0.0,0
802CWI022U2W,P1,56,11.97262149212868,2,0,0,1,30.666666666666668,175.85075899254926,9.0,0.6,10209.40552742616,100.55008333333328,9345.51,0,0.0,0
CBQYG2JXC8O3,P1,80,23.97262149212868,2,0,0,1,3.555555555555556,189.7243545156261,9.0,-0.0333333333333333,119.1688888888889,11.31575,1.48,0,0.0,0
3W64CJ2D66W1,P1,61,15.118412046543463,0,0,0,0,19.444444444444443,60.26388716990953,9.0,-0.2166666666666666,0.0,0.0,0.0,0,0.0,0
U45ENL4Q2OC1,P1,41,15.638603696098563,2,0,0,0,14.444444444444445,183.97872605019276,9.0,0.55,149.52134453781514,-14.77608333333333,0.0,0,0.0,0
EE3GR1ANBP3X,P1,84,9.316906228610542,2,0,0,1,7.555555555555555,245.5079509504177,9.0,-0.95,180.87101123595505,-1.2038333333333318,3.99,0,0.0,0
DZJD0KD7LQK4,P1,63,18.924024640657084,0,0,0,0,4.444444444444445,164.29095953325907,9.0,-0.0666666666666666,0.0,0.0,0.0,0,0.0,0
VGA9MN33IFZ5,P1,85,17.51403148528405,2,0,0,0,1.3333333333333333,971.7923668995788,6.0,0.0932203389830508,893.2052173913044,-41.94808333333333,18.56,0,0.0,0
P4N92WMJ0LB7,P1,57,26.77344284736482,2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
577H4HP9R0CS,P1,81,26.88021902806297,2,0,0,1,2.0,498.2269498319906,9.0,-0.0166666666666666,531.3496774193549,27.17841666666666,2.87,0,0.0,0
1LF01U2U5QG0,P1,55,0.8158795345653662,0,0,0,0,2.1666666666666665,0.0,6.0,-0.0391459074733096,0.0,0.0,0.0,0,0.0,0
VXLYEWWL6WX0,P1,73,15.756331279945243,2,0,0,1,4.888888888888889,315.86607408442154,9.0,-0.0166666666666666,6051.466923076923,-403.4638333333333,4046.56,0,0.0,0
3KP7ZEFGH1IX,P1,44,0.9336071184120466,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
VEJOBYLO3EA7,P1,21,9.125256673511291,2,0,0,0,1.5,6518.495272001047,2.0,-0.5,7444.046666666667,960.26975,0.0,0,0.0,0
UE7AJYIRPV4A,P1,46,22.42573579739904,2,0,1,0,4.0,12839.246915184933,2.0,-0.3333333333333333,12119.581,504.5050833333336,0.0,0,0.0,0
VOPQFPWM51AQ,P1,88,23.249828884325805,4,0,0,1,36.11111111111112,121.25324941747458,9.0,-0.2666666666666666,522.8925663716814,-22.138250000000003,2.54,0,0.0,0
BZU3SWDHSHPR,P1,82,29.1088295687885,3,0,1,1,14.11111111111111,129.8554135580558,9.0,-0.9833333333333336,225.75371681415928,47.05533333333333,-234.91,0,0.0,0
IDTOX6YNV1RB,P1,91,29.01574264202601,2,0,0,1,5.222222222222222,493.6542961194107,9.0,-0.0666666666666666,2895.592558139535,-7.024833333333292,646.91,0,0.0,0
59D7K3ULHIC7,P1,89,15.143052703627651,4,0,1,0,0.0,0.0,0.0,0.0,1757.162105263158,83.92425000000001,0.84,0,0.0,0
PEU1Q20NPD4T,P1,93,17.401779603011637,2,0,0,0,1.25,0.9529159925664428,8.0,-0.0976645435244161,10261.615185185185,-1.8051666666665973,10253.73,0,0.0,0
VHVLI1NTFUCD,P1,80,16.44626967830253,0,0,0,0,1.0,157.71983139188845,7.0,0.0,400.4382352941177,-1.9542857142857155,0.0,0,0.0,0
G840IUCK1F7O,P1,76,25.319644079397676,2,0,0,1,4.666666666666667,2704.147194345973,9.0,0.1,9304.763064516128,781.543,0.0,0,0.0,0
NA6PRMYZNN5A,P1,81,6.937713894592744,2,0,0,0,1.125,2.848056842441488,8.0,-0.0833333333333333,20.612692307692303,1.1595833333333334,-9.3,0,0.0,0
8CKHTS32GZJW,P1,59,18.924024640657084,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
BY9KO0O94EZ5,P1,71,18.924024640657084,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
04VY9KJXTA4K,P1,82,9.177275838466803,2,0,0,1,6.111111111111111,276.9846009542611,9.0,-0.0166666666666666,294.01156626506025,-43.9395,-3.43,1,1.0,0
TQGF7W5HSIK4,P1,42,7.370294318959616,0,0,0,0,3.0,152.75252316519467,1.0,0.0,0.0,0.0,0.0,0,0.0,0
6HC4DYOGVT04,P1,43,5.530458590006845,0,0,0,0,4.625,103.20318439476183,8.0,-0.1177944862155388,0.0,0.0,0.0,0,0.0,0
77S6HTMZBGLK,P1,55,3.0444900752908968,0,0,0,0,3.333333333333333,150.9601218499956,9.0,-0.0333333333333333,0.0,0.0,0.0,0,0.0,0
W2WDE202YQG9,P1,74,7.567419575633128,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
NXHX356O3JWY,P1,58,1.749486652977413,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
3O8ZUZRS5CI4,P1,42,7.488021902806297,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
J47WP9S03CZV,P1,63,28.34223134839151,2,1,0,0,8.5,262.05372618740967,6.0,-3.335403726708074,927.572625,-271.6249404761905,-406.79,1,2.0,0
TERBC4BOAYBE,P1,72,1.9301848049281316,0,0,0,0,3.2222222222222223,179.03104848303815,9.0,-0.2666666666666666,0.0,0.0,0.0,1,2.0,0
J8KL29DU6151,P1,74,15.11567419575633,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
XQJ4DV45K43W,P1,77,10.559890485968516,0,0,0,0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0,0.0,0
F5FCYCIAVIGG,P1,42,7.342915811088296,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
GA5WLVN82R9M,P1,76,18.924024640657084,0,0,0,0,15.0,75.06431715038597,9.0,-0.2333333333333333,0.0,0.0,0.0,0,0.0,0
O9UD9J012HCQ,P1,87,12.936344969199178,2,0,0,0,2.0,190.31007828030272,7.0,0.0364583333333333,303.5617307692308,-3.814750000000001,9.53,0,0.0,0
Y41GZIBQT065,P1,38,11.55920602327173,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0
NJ0XRFTIL19S,P1,77,25.28952772073922,4,0,0,1,5.0,182.32526747906647,9.0,0.2,219.30967213114752,2.482000000000002,-0.25,0,0.0,0
F6QXY8DVWR26,P1,50,18.924024640657084,0,0,0,0,2.0,195.1243947121033,9.0,0.0333333333333333,0.0,0.0,0.0,0,0.0,0
9DYCNAC98D5C,P1,82,3.603011635865845,0,0,0,0,2.0,74.83314773547883,7.0,-0.2816091954022988,0.0,0.0,0.0,0,0.0,0
S1HOL9U7WCWF,P1,59,17.404517453798768,2,0,0,0,1.25,0.7926776001488737,8.0,-0.0714285714285714,285.3042857142857,-1.8876666666666704,276.94,0,0.0,0
07VFQJKBOOIU,P1,52,9.149897330595484,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
NFF1RMMOM59P,P1,58,0.914442162902122,0,0,0,0,2.555555555555556,134.77986736980174,9.0,-0.0166666666666666,0.0,0.0,0.0,0,0.0,0
SE5ZO12YWI1U,P1,83,25.281314168377826,2,0,0,1,2.6666666666666665,215.5452625013488,9.0,0.0,7855.34358974359,-65.32174999999994,7377.29,0,0.0,0
DZ28BVZJ4XC7,P1,72,4.503764544832307,0,0,0,0,1.5,8.778247737067652,2.0,-0.2,0.0,0.0,0.0,0,0.0,0
TSZTMHBI76C8,P1,31,7.553730321697468,0,0,0,0,13.0,76.952029555506,9.0,0.1166666666666666,0.0,0.0,0.0,0,0.0,0
2Z3GYTFJFK9D,P1,63,1.831622176591376,0,0,0,0,6.777777777777778,24.54706368759938,9.0,-0.0499999999999999,0.0,0.0,0.0,0,0.0,0
K881KR4NS6V2,P1,88,25.60164271047228,2,0,0,1,3.111111111111111,258.6358545455009,9.0,-0.2166666666666666,750.1797619047619,147.91675,3.67,0,0.0,0
PLINOGOT2NCT,P1,77,25.4072553045859,3,0,0,1,25.88888888888889,136.63445427015404,9.0,-0.3833333333333333,31.761951219512195,78.23825000000001,-435.03,0,0.0,0
OAGPTTG4Q0OP,P1,81,18.924024640657084,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
KDB4EF5VZTU5,P1,66,7.331964407939767,0,0,0,0,3.25,76.43052808621998,8.0,0.238095238095238,0.0,0.0,0.0,0,0.0,0
GIA6VS0XF7UK,P1,77,18.924024640657084,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
7YCM48BD4EMQ,P1,36,28.317590691307323,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
I82RSF3PGG5A,P1,42,16.112251882272417,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
DJQ4E50GL6QL,P1,36,1.749486652977413,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
8A4T9ZG8B225,P1,86,25.530458590006845,2,0,0,1,3.333333333333333,938.7379162725964,9.0,-0.0166666666666666,936.1415546218489,-117.91025,97.99,0,0.0,0
QHO9WJNALDIN,P1,38,15.1129363449692,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
VZBAA83VYSDO,P1,53,18.924024640657084,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0
FOVA1MWHNX4L,P1,49,18.924024640657084,0,0,0,0,32.111111111111114,26.20698079675065,9.0,-1.0333333333333334,0.0,0.0,0.0,0,0.0,0
PTR7OYC6FHFK,P1,37,18.924024640657084,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
KK4CI7VZMR6E,P1,50,18.924024640657084,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
4OCUHJPP3H58,P1,35,18.924024640657084,0,0,0,0,1.2857142857142858,47.17589438591611,7.0,0.1127167630057803,0.0,0.0,0.0,0,0.0,0
F9DCMHXSW9YK,P1,82,28.268309377138944,2,0,0,0,1.0,0.0,1.0,0.0,82.564,0.0015833333333318,82.56,0,0.0,0
PAPS4Q4774FA,P1,42,7.359342915811088,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
5VNNNC2BLSCU,P1,75,9.253935660506505,2,0,0,1,10.666666666666666,1588.4764917825476,9.0,-0.4833333333333333,8861.92537815126,-444.40375,0.0,0,0.0,0
BQF7JV999D5Y,P1,65,12.898015058179327,3,0,0,1,4.375,136.9217591383715,8.0,-0.2837837837837837,68.83099999999999,1.4086666666666667,-2.11,0,0.0,0
GCVTOQ0EW758,P1,60,1.2594113620807663,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
O22X3MOM7L9S,P1,44,14.86652977412731,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
A8XA15SC8IB8,P1,63,18.924024640657084,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
UHW59E1LKJ79,P1,59,18.924024640657084,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
NT7ZZGOM3LK2,P1,70,12.881587953456537,4,0,0,1,3.4444444444444446,305.2334757585673,9.0,0.1666666666666666,6708.077558139536,193.85583333333332,2616.38,0,0.0,0
2DGN79WQ3JVO,P1,95,21.57700205338809,2,0,0,0,0.0,0.0,0.0,0.0,1357.402,0.0205833333333506,1357.35,0,0.0,0
3HHY826MUWJY,P1,53,4.802190280629706,2,0,0,0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0,0.0,0
5YL59RYP6BV5,P1,85,25.530458590006845,2,0,0,1,1.8888888888888888,228.4616476019553,9.0,0.05,2919.5282352941176,-158.90783333333331,1337.08,0,0.0,0
5Q2V8OEATFM0,P1,85,18.924024640657084,0,0,0,0,1.1428571428571428,82.75264346230881,7.0,-0.0357142857142857,0.0,0.0,0.0,0,0.0,0
MQASN8JJGK2H,P1,60,17.456536618754278,2,0,0,1,3.111111111111111,14.779189658356504,9.0,-0.0166666666666666,19.73681818181818,-0.784,-0.51,0,0.0,0
7HVBT6HNMT36,P1,54,18.924024640657084,0,0,0,0,2.875,82.5124257021748,8.0,-0.1847133757961783,0.0,0.0,0.0,0,0.0,0
941NOKG6KOVJ,P1,52,15.099247091033538,6,0,0,0,4.8,156.17030973682898,5.0,-0.1,101.5345652173913,6.44075,0.0,1,1.0,0
RFJNCPPLBRQ4,P1,58,26.46406570841889,4,1,0,0,59.66666666666666,146.56404167089704,9.0,-3.1499999999999995,-380.69573033707866,30.268833333333323,-1673.83,0,0.0,0
Z330JPHN6PLD,P1,54,26.73237508555784,2,0,0,0,0.0,0.0,0.0,0.0,406.226,0.006333333333337,406.21,0,0.0,0
MYRSM8V7F4JP,P1,55,20.10403832991102,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
T8OSI7S59TBO,P1,66,18.570841889117045,4,1,0,1,15.88888888888889,78.6967915182219,9.0,-0.75,-227.37909547738693,1.00125,-3521.34,0,0.0,0
71IV863C3FMK,P1,77,18.924024640657084,0,0,0,0,2.5,82.63936041143182,8.0,-0.0714285714285714,0.0,0.0,0.0,0,0.0,0
LON0Z5V3DNOX,P1,48,6.784394250513347,2,0,0,0,2.6666666666666665,388.0907891277466,9.0,-0.7166666666666667,402.5737142857143,-109.67383333333332,9.46,0,0.0,0
RFAYTFWKJ7T0,P1,39,9.27583846680356,2,0,0,0,1.0,0.0070710678118654,5.0,0.0,7383.892222222222,0.0613333333333533,7383.61,0,0.0,0
TNY4T3GCSJII,P1,18,9.311430527036276,4,0,0,0,50.66666666666666,102.16488270085635,9.0,3.666666666666667,2388.571092436975,-25.0845,8.15,0,0.0,0
5L0N1GF3HVQ4,P1,45,16.484599589322382,4,1,1,1,9.333333333333334,24345.853681555865,9.0,-0.0166666666666666,122898.43816513762,-13780.701166666666,-150000.0,0,0.0,0
2E4W0GAS94IU,P1,19,7.698836413415469,4,0,1,1,13.0,320.34833008080204,9.0,0.4333333333333333,411.5601315789474,4.026583333333334,-0.49,0,0.0,0
A6UHS63KNFMO,P1,83,29.1088295687885,2,0,0,1,3.888888888888889,318.5960785897609,9.0,-0.0333333333333333,1216.3482352941178,69.68900000000001,299.44,0,0.0,0
6161EKE3SVAU,P1,57,0.9582477754962354,0,0,0,0,1.7777777777777777,142.61312126986542,9.0,-0.1833333333333333,0.0,0.0,0.0,0,0.0,0
XRZEOSLS9PG1,P1,58,1.749486652977413,0,0,0,0,3.75,147.669599139041,8.0,-0.3333333333333333,0.0,0.0,0.0,1,2.0,0
UO5MCAHTWLHJ,P1,67,28.815879534565365,3,0,1,1,11.0,3316.2725225381523,9.0,0.2833333333333333,5359.626355932203,322.60266666666666,0.0,0,0.0,0
IHDK6W3VRU8K,P1,52,18.924024640657084,0,0,0,0,5.0,76.89711980328265,9.0,0.3833333333333333,0.0,0.0,0.0,0,0.0,0
6JVPZNOI14ZQ,P1,27,16.72826830937714,1,0,0,0,0.0,0.0,0.0,0.0,22.66,0.0,4.01,0,0.0,0
Y4VDLIW6IFDQ,P1,54,18.924024640657084,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
4CHD85FMESWD,P1,70,18.924024640657084,0,0,0,0,1.6,101.68199755505256,5.0,0.1637931034482758,0.0,0.0,0.0,0,0.0,0
MYALBC78H4J8,P1,50,1.8206707734428476,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
X4X29QAI8DHB,P1,81,26.43668720054757,2,0,0,0,7.777777777777778,157.11587295842054,9.0,-0.15,-374.6544736842105,3.060666666666671,-623.48,0,0.0,0
ZS4ARZFZXRVE,P1,80,25.347022587268995,2,0,0,1,29.11111111111111,227.5955385570932,9.0,0.25,9159.140052910052,-110.85999999999996,7313.77,0,0.0,0
DFSI1NNY5RRX,P1,77,16.531143052703626,2,0,0,0,1.1428571428571428,0.5586143571373726,7.0,0.0538922155688622,206.70238095238096,-1.8314166666666685,198.66,0,0.0,0
QFQ65FZA71VD,P1,71,10.151950718685832,2,0,0,1,18.11111111111111,322.4223657427623,9.0,1.0166666666666666,4103.576137566138,-474.95866666666666,1195.71,0,0.0,0
6X9VSXJJKFQC,P1,37,15.101984941820673,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
J4M7FWNX248L,P1,81,28.815879534565365,2,0,0,1,9.555555555555555,163.88760318914746,9.0,-0.4833333333333333,-699.9644029850746,26.541833333333336,-1059.47,0,0.0,0
8PK29RES6NT9,P1,25,14.584531143052704,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0
4JN9WR8URBXO,P1,82,25.349760438056126,2,0,0,1,1.1666666666666667,481.1671691092104,6.0,-0.031055900621118,490.6762352941177,10.472666666666663,2.76,0,0.0,0
4T6G1YV9S50O,P1,70,4.361396303901437,4,0,0,1,7.222222222222222,433.4047858436306,9.0,0.1833333333333333,1151.997818181818,40.59225,0.47,1,1.0,0
KUCXL6JV6OH7,P1,55,18.924024640657084,0,0,0,0,7.333333333333333,123.2413819641691,9.0,0.0833333333333333,0.0,0.0,0.0,0,0.0,0
MEX2SK9ODCZ6,P1,53,18.924024640657084,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0
J6P9R82T77XL,P1,45,6.102669404517454,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0
7NB9VP986XBX,P1,76,22.650239561943877,0,0,0,0,1.5555555555555556,125.97560486847452,9.0,-0.05,0.0,0.0,0.0,0,0.0,0
3QXIGAQRTT4J,P1,27,6.494182067077344,7,1,0,0,33.77777777777778,2544.536419669882,9.0,-6.283333333333333,-859.5425000000001,-146.24541666666664,-35000.0,1,2.0,0
0BVQQKXA5EYS,P1,49,4.473648186173854,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
6WNKKSGE7ECN,P1,69,12.188911704312115,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
5KLB0J8QZAX6,P1,77,20.240930869267626,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
ZF2AVBXEYVRB,P1,77,9.56331279945243,2,0,0,1,2.555555555555556,125.4914015463025,9.0,0.1666666666666666,1265.8497368421054,14.788666666666645,1036.81,0,0.0,0
AO3YP1YVIJ5R,P1,71,25.470225872689937,2,0,0,1,2.333333333333333,220.975176771165,9.0,-0.15,3101.4863888888885,-386.0486666666667,1653.16,0,0.0,0
04FTCRKHT3AU,P1,74,1.434633812457221,1,0,0,0,1.6666666666666667,8964.225256607511,3.0,-0.5384615384615385,11445.146,80.08049999999997,0.0,0,0.0,0
YRXMS6PCI0JI,P1,78,18.924024640657084,0,0,0,0,13.555555555555555,82.64738638503292,9.0,-0.4166666666666667,0.0,0.0,0.0,0,0.0,0
YVP87ICW9JVI,P1,47,18.458590006844627,4,0,0,1,53.66666666666666,50.74687535609037,9.0,-0.1166666666666666,1010.1313013698632,12.39216666666667,-120.22,0,0.0,0
93SHDX5S7KZW,P1,38,7.704312114989733,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
HY5ANHKQ8MCC,P1,49,2.0123203285420943,0,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0
DRFTCIRQJBJX,P1,68,9.39356605065024,0,0,0,0,1.625,136.075959179668,8.0,-0.0119047619047619,0.0,0.0,0.0,0,0.0,0
7IAEQRCIGRSI,P1,50,18.924024640657084,0,0,0,0,3.888888888888889,107.4517907863488,9.0,-0.3166666666666666,0.0,0.0,0.0,0,0.0,0
STMMZ1AE4DHP,P1,44,3.9425051334702257,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
8UGA8K8Y7V8P,P1,29,9.555099247091034,0,0,0,0,0.0,0.0,0.0,0.0,8.03,0.0,8.03,0,0.0,0
189G5DG68D2B,P1,37,14.86652977412731,0,0,0,0,6.666666666666667,63.43286855849515,9.0,-0.1833333333333333,0.0,0.0,0.0,0,0.0,0
ZDWHFW6KMPLN,P1,56,26.86652977412731,2,0,0,0,1.25,0.9467370865827064,8.0,-0.0714285714285714,6705.097777777778,-1.8340000000000145,6697.11,0,0.0,0
BMRT9C97J36F,P1,54,18.924024640657084,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
A2L5CA8HM88A,P1,77,19.47433264887064,2,0,0,0,2.333333333333333,76.87967550474109,9.0,0.0666666666666666,1320.158541666667,49.778000000000006,1067.52,0,0.0,0
WK0O87D9AQQV,P1,28,9.533196440793978,3,1,0,1,20.11111111111111,213.9447727464233,9.0,-0.05,1431.491530612245,-147.90358333333333,-7000.0,0,0.0,0
