IDENTIFIKATOR_KLIJENTA,period,dob,tenure_years,n_products,has_kredit,prima_placu,avg_txn_per_month,avg_txn_amount,txn_trend,avg_balance,balance_trend,has_contact,n_contacts,churned
V9QLZCEULUPO,P1,54,9.311430527036277,11,1,1,13.11111111111111,99.90186440677967,-0.9166666666666669,-1910.3509032258066,1.0237499999999955,0,,0
UYF3R5BGV6JP,P1,49,18.924024640657084,1,0,0,1.0,100.0,0.0,,,0,,0
07UZQGWLCP1H,P1,29,9.486652977412732,1,0,0,1.2,0.37166666666666665,-0.1,-14.824285714285715,-0.677142857142857,0,,0
C0DYPKEVO1VY,P1,51,7.624914442162902,1,0,0,1.6666666666666667,230.0,0.1842105263157895,,,0,,0
CYXKSXEPXRT9,P1,56,18.924024640657084,1,0,0,1.0,500.0,0.0,,,0,,0
DR9MNWENBTCH,P1,62,8.728268309377139,2,0,0,1.375,222.72727272727272,0.006369426751592357,0.0,0.0,0,,0
H1E5WFNLEEO2,P1,52,9.30321697467488,3,0,1,2.4444444444444446,575.645,-0.15,36765.13384615385,1260.2251666666668,0,,0
F6QXY8DVWR26,P1,50,18.924024640657084,1,0,0,2.0,241.66666666666666,0.03333333333333333,,,0,,0
M6W743WI8FJN,P1,14,9.467488021902806,1,0,0,,,,8.224,0.0015833333333333144,0,,0
W05RRXAU826X,P1,35,9.390828199863108,1,0,0,,,,12.51,0.0,0,,0
41OQJQUQVNRQ,P1,65,18.924024640657084,1,0,0,1.0,20.0,0.0,,,0,,0
ZRZ8OBIGBWPI,P1,54,0.9418206707734429,1,0,0,1.4285714285714286,153.182,0.11184210526315787,,,0,,0
MIJZORXZ2YNY,P1,84,25.467488021902806,6,0,1,2.7777777777777777,344.2176,0.1,197.46018181818184,0.7663333333333332,0,,0
PXMLDSYML59W,P1,60,30.23134839151266,1,0,0,,,,,,0,,0
CZDKNOGXQK9Q,P1,37,9.612594113620808,7,1,1,24.11111111111111,120.81599078341014,-0.6,-1731.2847486033518,105.97733333333335,1,2.0,0
4UJZW1DD15SF,P1,58,26.746064339493497,2,0,1,2.7777777777777777,60.382799999999996,0.11666666666666667,546.9979999999999,57.32216666666667,0,,0
BRDRIQANX0UF,P1,60,25.48665297741273,4,0,1,5.222222222222222,102.57936170212766,1.5166666666666666,211.65060240963857,2.3160833333333293,1,8.0,0
LP1MRNUEHOD8,P1,27,13.396303901437372,1,0,0,1.0,0.01,0.0,28.104000000000003,0.0015833333333330182,0,,0
4Q5843RVBS3L,P1,52,10.568104038329912,1,0,0,3.4,224.30529411764707,0.29411764705882354,,,0,,0
FS6NCEW862CH,P1,48,12.843258042436688,1,0,0,1.5,31.060000000000002,-0.060240963855421686,,,0,,0
OPJ9GC2U7LTT,P1,64,21.793292265571527,4,0,1,3.111111111111111,266.5339285714286,0.13333333333333336,1025.332075471698,95.38366666666666,0,,0
QLJEBYL0Y883,P1,87,12.476386036960985,1,0,1,2.0,330.2008333333333,0.12972972972972968,358.7682857142857,-0.590500000000001,0,,0
YPFE8QFKHTTY,P1,80,13.396303901437372,1,0,0,,,,773.26125,91.36274999999999,0,,0
QZB0UPZP6N6K,P1,79,9.505817932922655,5,0,0,19.88888888888889,331.081843575419,1.95,10879.988441558442,4004.2336666666665,1,1.0,0
BX1F0FHFURU9,P1,51,26.746064339493497,2,0,1,32.111111111111114,105.48224913494809,-1.85,11253.366570247934,109.62866666666677,0,,0
OZNIMRYXWTDE,P1,65,8.873374401095141,2,0,0,23.666666666666668,55.141173708920185,-0.9833333333333335,,,0,,0
A0EGQXZ0W3J6,P1,84,25.388090349075977,2,0,1,2.6666666666666665,148.02375,-0.06666666666666667,9928.967428571428,364.5375833333335,0,,0
W1PYZLEK3EMV,P1,52,18.924024640657084,1,0,0,7.0,300.0,0.0,,,0,,0
XLG233R65VVI,P1,79,25.336071184120467,2,0,1,1.6666666666666667,552.4246666666667,0.06666666666666667,3684.8415625,381.4405,0,,0
SIAM5UEJKMOE,P1,51,9.541409993155373,4,0,0,32.0,34.14743055555555,-0.08333333333333333,9786.459751243781,1738.8555000000003,0,,0
4B8P85LW8B1H,P1,69,9.716632443531827,2,0,0,,,,,,1,2.0,0
NWZ4IEH1TZ6I,P1,69,16.331279945242983,2,0,1,4.555555555555555,128.08414634146342,-0.16666666666666666,169.80348837209303,33.76350000000001,0,,0
R6GQ830R2H5C,P1,59,22.258726899383984,2,0,0,,,,1.19,0.0,0,,0
WS5PXND18P0N,P1,85,25.508555783709788,1,0,0,1.0,0.03,0.0,0.8320000000000001,0.004750000000000004,0,,0
90TJHD64C751,P1,70,26.77344284736482,5,0,1,3.7777777777777777,433.864705882353,0.11666666666666667,374.9763461538462,31.78966666666667,0,,0
E5UJFA6O6EK2,P1,62,18.924024640657084,1,0,0,14.555555555555555,20.100763358778625,2.1,,,0,,0
3O8ZUZRS5CI4,P1,42,7.488021902806297,1,0,0,,,,,,0,,0
BFQH2VA4SGAI,P1,38,12.492813141683778,2,0,0,4.444444444444445,99.2085,-0.26666666666666666,,,0,,0
32IGLBS4SW9P,P1,74,9.097878165639973,1,0,0,,,,,,0,,0
196B6MX8BSJR,P1,17,9.259411362080767,1,0,0,,,,1.27,0.0,0,,0
VPBY5WNO68XG,P1,83,16.522929500342233,2,0,1,2.5555555555555554,44.77130434782609,-0.05,3004.931578947368,334.0079999999999,0,,0
1BYVR8Q58J22,P1,39,7.129363449691992,1,0,0,3.0,45.657333333333334,0.30821917808219174,,,1,1.0,0
AANP45WQ9DYW,P1,66,18.924024640657084,2,0,0,1.0,210.0,0.0,,,0,,0
RZP12IUVXIYV,P1,58,18.439425051334702,2,0,1,3.0,28.69814814814815,0.0,73.415,-5.612333333333334,1,1.0,0
C6CAC818XZ3P,P1,52,21.21286789869952,5,0,0,,,,0.31,0.0,0,,0
8561L2PGGK8I,P1,58,22.38740588637919,1,0,0,14.333333333333334,20.290232558139536,8.5,,,0,,0
88VIFJFVFT6E,P1,84,26.0041067761807,1,0,0,,,,,,0,,0
VGBJFWVFYJYU,P1,21,2.0123203285420943,5,0,0,26.444444444444443,93.42605042016807,-0.5833333333333334,791.36171875,45.54441666666667,0,,0
BTX813N845A9,P1,51,18.924024640657084,1,0,0,,,,,,0,,0
FBQ9A654OHZD,P1,77,24.930869267624914,2,0,1,7.888888888888889,104.90788732394367,0.23333333333333334,840.3391489361703,-23.326,0,,0
MEX2SK9ODCZ6,P1,53,18.924024640657084,1,0,0,1.0,3.95,0.0,,,0,,0
DIVA3JGEV609,P1,74,10.581793292265571,1,0,0,,,,0.02,0.0,0,,0
5OFID7G197SV,P1,45,7.509924709103354,2,0,0,3.2,10.348125,-0.013513513513513466,,,0,,0
CREHSBBSNCDY,P1,59,18.924024640657084,2,0,0,,,,,,0,,0
L01GBATZMGEJ,P1,90,29.251197809719372,3,1,1,5.888888888888889,183.33471698113206,0.3333333333333333,-10.898117647058823,13.912833333333333,0,,0
D2TAJ7PQ2XWZ,P1,72,14.35728952772074,1,0,0,,,,,,0,,0
MFL5FWXU8LYA,P1,79,19.88501026694045,1,0,0,,,,29.11,0.0,0,,0
5VY68UZOA91N,P1,79,18.026009582477755,3,0,0,11.555555555555555,77.88461538461539,0.16666666666666663,137.66746153846154,-9.538666666666666,0,,0
IMTKJ26OZ7G7,P1,72,18.924024640657084,1,0,0,28.0,28.907817460317464,-0.4666666666666667,,,0,,0
NY4I4YJ23HWH,P1,63,16.514715947980836,8,1,0,6.444444444444445,264.43948275862067,-0.45,-2082.9385714285713,-0.9313333333333389,0,,0
XO8I8QEQYQTL,P1,73,14.25325119780972,1,0,0,,,,,,0,,0
UML8DTIZDSY5,P1,63,18.924024640657084,1,0,0,3.3333333333333335,262.6666666666667,0.0,,,0,,0
0HJYVT8WXT9U,P1,57,18.924024640657084,1,0,0,,,,,,0,,0
FARVGA4LH96Z,P1,58,18.11088295687885,3,0,0,1.8888888888888888,31.553529411764703,-7.401486830834377e-18,323.8997222222222,-18.58225,0,,0
PIQJK6JQZ7YY,P1,80,25.462012320328544,3,0,1,11.444444444444445,76.56417475728155,-0.05,184.9193233082707,4.472333333333334,0,,0
BND54W9U4OSL,P1,91,28.380561259411362,3,0,1,5.444444444444445,209.16979591836733,0.8166666666666668,5944.413448275862,451.29199999999986,0,,0
1NGMM3PU2Z1G,P1,68,13.949349760438055,1,0,0,,,,,,0,,0
1V2W68JB7IE5,P1,61,12.93908281998631,1,0,0,2.8,16.735,-0.475,,,0,,0
7UJPFY2HJGE3,P1,73,26.850102669404517,5,0,1,2.25,951.0,0.12531328320802004,6250.157926829268,270.9798333333334,0,,0
J3UWQO24G070,P1,88,28.856947296372347,2,0,1,1.875,388.928,-0.013513513513513514,369.21,-7.175833333333334,0,,0
2723RGZXLAQW,P1,75,9.631759069130732,2,0,1,2.25,196.485,-0.03508771929824561,242.51914285714287,9.627666666666665,0,,0
Z9HE2CQOUUW7,P1,30,4.454483230663929,1,0,0,,,,,,0,,0
YYSM31H5I9KK,P1,74,18.924024640657084,1,0,0,,,,,,0,,0
7JMC4XQKQFYO,P1,69,18.924024640657084,1,0,0,,,,,,0,,0
RPIPSV9QPONH,P1,75,0.7282683093771389,2,0,0,1.3333333333333333,5.0,0.5,3.5366666666666666,-1.3267499999999999,0,,0
WC2S8WNO4HBJ,P1,60,7.416837782340862,3,0,0,5.333333333333333,166.46854166666665,0.75,,,0,,0
DTGG9S9BJOTR,P1,84,29.01574264202601,2,0,1,2.5555555555555554,174.16826086956522,0.016666666666666666,5109.6272222222215,502.13091666666674,0,,0
GVI7CLNXJ77Z,P1,57,8.158795345653662,1,0,0,4.2,21.43904761904762,-0.3298969072164949,,,1,1.0,0
MXHAV26S2K18,P1,46,18.924024640657084,1,0,0,3.0,22.096666666666668,0.15254237288135591,,,0,,0
P2YIIWZFVQOJ,P1,65,19.72347707049966,1,0,0,,,,0.0,0.0,0,,0
Z7C4PLRWXSNL,P1,66,1.6591375770020533,1,0,0,,,,,,0,,0
A6JKWYDXN7HA,P1,68,12.947296372347708,1,0,0,,,,,,0,,0
BUGRV0LBVS2Z,P1,46,9.555099247091034,5,0,0,9.555555555555555,32.306976744186045,-0.7333333333333333,5623.147391304347,-191.95841666666664,0,,0
HY6PM9DAT293,P1,57,18.924024640657084,1,0,0,3.6666666666666665,236.89848484848483,-0.4666666666666667,,,0,,0
IH8SP2L2VMKM,P1,29,9.478439425051334,4,0,1,41.77777777777778,66.93672872340426,0.15,4275.106153846154,233.0766666666667,0,,0
TZ0FINEFMK1A,P1,74,9.043121149897331,1,0,0,,,,,,0,,0
9Z8DV8WL15PJ,P1,61,9.221081451060916,8,1,1,6.444444444444445,143.3393103448276,0.31666666666666665,677.9033823529412,144.97291666666666,0,,0
H2DH4T3XUT4B,P1,57,0.5475701574264202,2,0,0,3.0,13639.015555555556,1.153846153846154,14395.993157894736,-853.8635714285714,1,1.0,0
SYCRLUZHIWHN,P1,50,18.924024640657084,1,0,0,,,,,,0,,0
GK5RF24RSXUM,P1,77,18.924024640657084,1,0,0,2.0,175.0,0.0,,,0,,0
M7V3NU4217C7,P1,56,20.602327173169062,1,0,0,,,,,,0,,0
HAMCA5AGEZS5,P1,40,4.210814510609172,1,0,0,,,,,,0,,0
CJ5YKAOABKED,P1,65,18.924024640657084,1,0,0,,,,,,0,,0
7TTRGKQXLRDU,P1,72,17.144421629021217,1,0,0,1.0,50.0,0.0,,,0,,0
AGKPKMVDODBF,P1,78,28.933607118412045,7,0,1,7.555555555555555,111.48632352941176,-0.4,988.5328703703703,-126.82916666666667,0,,0
ODJWCX095MC4,P1,78,9.815195071868583,1,0,0,,,,,,0,,0
BZU3SWDHSHPR,P1,82,29.1088295687885,13,0,1,14.11111111111111,65.31291338582677,-0.9833333333333335,225.75371681415928,47.05533333333333,0,,0
H665EIZCWEFP,P1,55,17.05407255304586,9,1,1,37.666666666666664,107.74041297935104,1.0166666666666666,12.333589743589746,-28.261166666666668,0,,0
ZGYT6T3TD8MM,P1,36,19.520876112251884,2,0,0,,,,1.9849999999999999,0.0,0,,0
YUWJS9O65U6D,P1,82,9.42094455852156,2,0,1,5.444444444444445,130.04489795918366,0.0,124.07524590163935,15.345833333333333,0,,0
VNMUX5KXW987,P1,54,13.609856262833675,1,0,0,,,,,,0,,0
CN65XPMNNO1O,P1,66,7.493497604380561,1,0,0,1.2222222222222223,306.3636363636364,0.0,,,1,1.0,0
804M28AR59C8,P1,47,18.924024640657084,1,0,0,3.142857142857143,80.445,0.018115942028985487,,,0,,0
RJYNL8544GBH,P1,65,18.924024640657084,1,0,0,,,,,,0,,0
GA1C4HV0I2KB,P1,71,16.673511293634498,1,0,0,,,,,,0,,0
HIVWGMJL6MV2,P1,75,18.22861054072553,5,0,1,48.111111111111114,36.78688221709007,-2.1666666666666665,-8.12035874439462,1.076,0,,0
LFBHL4CFBF9G,P1,67,18.924024640657084,1,0,0,10.88888888888889,23.799285714285713,0.35,,,0,,0
W4GEBGK1B8J4,P1,67,3.403148528405202,3,0,1,2.25,131.13722222222222,0.05513784461152882,163.0126923076923,21.144416666666665,0,,0
64IE1Y79TNLW,P1,67,18.924024640657084,1,0,0,,,,,,0,,0
1XUYHKANP5U0,P1,85,12.399726214921287,1,0,0,,,,,,0,,0
RUZRCP6ABLH1,P1,29,4.421629021218344,1,0,0,6.0,18.91111111111111,0.16666666666666666,,,0,,0
7CSOMSRC0EXB,P1,75,24.20807665982204,3,0,1,5.555555555555555,72.31559999999999,0.5833333333333333,81.7879661016949,-8.707999999999998,0,,0
RPYLKYW6K9M9,P1,37,3.79192334017796,7,1,1,60.77777777777778,97.86628884826325,0.5833333333333334,-7413.217564575646,16.897916666666664,0,,0
8WHKBFZZ3J18,P1,46,12.829568788501026,7,1,1,18.88888888888889,95.94088235294119,-1.0833333333333333,-558.3771904761905,-4.640583333333334,0,,0
9VCFV73LLH6T,P1,62,3.4989733059548254,2,0,0,19.666666666666668,37.84847457627119,1.3333333333333333,,,0,,0
DEJIPASG2R1M,P1,60,5.763175906913073,1,0,0,,,,,,0,,0
C4GMIU0LKKFB,P1,68,18.924024640657084,1,0,0,8.285714285714286,13.54293103448276,0.5714285714285714,,,0,,0
5D53MBFKWFQE,P1,69,4.402464065708419,1,0,0,,,,,,0,,0
AI8YKA59K80C,P1,53,1.757700205338809,1,0,0,16.444444444444443,29.003783783783785,0.31666666666666665,,,0,,0
YF3NBAQ0WOQX,P1,89,29.1088295687885,2,0,1,3.5,163.35821428571427,-1.119047619047619,1204.4817567567566,53.36958333333333,0,,0
JL33NIO3YJI5,P1,36,4.5366187542778915,1,0,0,9.88888888888889,159.21865168539324,-0.45,,,0,,0
0ILF5SPXBFXP,P1,63,9.382614647501711,3,0,1,8.777777777777779,166.17620253164557,-0.31666666666666665,437.379156626506,-14.18666666666667,1,2.0,0
8LW0FZ8G0P51,P1,43,9.215605749486652,7,1,1,33.666666666666664,136.03831683168318,3.2,387.4581981981982,-73.2155,0,,0
TFEN7YWKPB58,P1,58,24.369609856262834,1,0,0,,,,2925.496,0.04591666666666091,0,,0
4N63NRC013F0,P1,70,24.361396303901437,1,0,0,,,,,,0,,0
TE3HS2XOYDR1,P1,81,27.359342915811087,13,0,1,3.2222222222222223,221.98,-0.016666666666666666,97.459375,0.7460833333333333,0,,0
ZJT5D6M2JSQX,P1,53,28.555783709787818,1,0,0,5.0,172.928,-0.15,,,0,,0
C8GQVX9IAPWZ,P1,51,13.00479123887748,1,0,0,,,,,,0,,0
3T1CJBKRC0US,P1,40,13.503080082135524,1,0,0,,,,,,0,,0
VI0DT2W95HU5,P1,85,2.945927446954141,2,0,0,1.5,196.72333333333333,-0.07017543859649122,233.70000000000002,1.3268333333333355,0,,0
HKXQDAW701KO,P1,65,27.96167008898015,1,0,0,7.777777777777778,71.69985714285714,1.6166666666666667,,,0,,0
ZIR6JWET0LWZ,P1,62,28.136892539356605,1,0,0,,,,,,0,,0
0AEVMT1A5G01,P1,63,18.431211498973305,2,0,0,8.11111111111111,76.91369863013698,-0.6666666666666666,208.47337662337662,-24.59633333333333,1,1.0,0
2GFVOEZWL69N,P1,49,5.308692676249144,1,0,0,,,,,,0,,0
BP9SVYUGO24C,P1,59,16.772073921971252,1,0,0,1.5,92.92833333333333,0.15384615384615385,,,0,,0
5KKOSFS3JHRD,P1,78,17.190965092402465,7,0,1,9.222222222222221,89.87638554216868,0.05,-162.10423076923075,-0.25158333333333377,0,,0
6SHYL7MU8S42,P1,20,4.369609856262834,2,0,0,,,,0.13,0.0,0,,0
V8D8BABCFKVR,P1,66,18.924024640657084,2,0,0,7.222222222222222,70.354,-0.5166666666666667,,,0,,0
UJQ120S72LVV,P1,62,18.338124572210816,1,0,0,,,,,,0,,0
WKEBSW8H3QWS,P1,55,3.5071868583162216,1,0,0,1.25,123.0,0.012738853503184714,,,0,,0
BLND0P2ATMBH,P1,30,1.7522245037645447,1,0,0,,,,,,0,,0
7FIEY2BIUVV3,P1,79,18.924024640657084,1,0,0,14.444444444444445,39.06284615384615,0.6,,,0,,0
BVLN7FUEWI62,P1,65,24.301163586584533,1,0,0,3.888888888888889,232.85714285714286,0.0,,,0,,0
5H3JLGR1LAYH,P1,46,9.371663244353183,14,1,1,69.66666666666667,58.03244019138756,-1.3333333333333333,-2240.401464019851,-55.380499999999984,0,,0
9JPOKO04FOZN,P1,72,3.46611909650924,1,0,0,,,,,,0,,0
C5JM8W258IXD,P1,68,18.924024640657084,1,0,0,,,,,,0,,0
84NUQZ6MJMAE,P1,22,9.103353867214237,5,0,1,48.333333333333336,50.00857471264368,8.3,373.06136363636364,15.913,1,1.0,0
IT01NSZF27UE,P1,53,15.411362080766597,3,0,1,23.88888888888889,79.00995348837209,-3.3833333333333333,570.8974482758621,-31.497333333333334,0,,0
DD2TH0JI4V2L,P1,74,5.727583846680356,1,0,0,1.8888888888888888,152.35294117647058,0.11666666666666667,,,0,,0
T3MSGZZG9WS7,P1,70,9.478439425051334,1,0,0,,,,2.3,0.0,0,,0
7NTVA570XWIX,P1,53,18.431211498973305,4,1,1,6.333333333333333,36.56771929824561,-0.36666666666666664,1.9344705882352933,0.09783333333333329,0,,0
J0DV0EGLYLLM,P1,24,0.6817248459958932,2,0,0,1.3333333333333333,1.19875,0.0248447204968944,-8.350434782608696,-1.9317261904761902,0,,0
UXT5XGZPB8Z4,P1,81,12.881587953456537,2,0,1,2.111111111111111,73.65210526315789,-0.1,5678.490000000001,358.34758333333326,0,,0
UMOYUASBW67Y,P1,74,19.638603696098563,11,0,1,37.666666666666664,37.953451327433626,-2.4166666666666665,234.5192131147541,-2.3917499999999996,0,,0
FC5HEZYD473O,P1,54,9.182751540041068,11,1,1,64.66666666666667,61.089192439862536,-2.7666666666666666,-2330.310508474576,9.397666666666671,0,,0
QNQ8QHTCRRZB,P1,43,7.340177960301164,1,0,0,,,,,,0,,0
Q6AJPDF255O4,P1,59,5.990417522245037,2,0,0,,,,,,0,,0
F725LMMYZ442,P1,58,18.924024640657084,1,0,0,,,,,,0,,0
X49VBAF0ODBC,P1,50,29.207392197125255,6,0,0,7.333333333333333,419.64984848484846,-0.08333333333333333,675.7236666666666,77.39241666666666,0,,0
GA7JZPY6T77G,P1,69,18.924024640657084,1,0,0,,,,,,0,,0
BBFCJ7YW0SJT,P1,66,17.806981519507186,4,0,1,3.5555555555555554,87.51781249999999,-0.25000000000000006,12555.718846153846,-140.18483333333324,0,,0
APXYMI01LROL,P1,75,9.390828199863108,1,0,0,,,,7.220000000000001,0.0,0,,0
UPKIGJ6UU0OO,P1,88,28.320328542094455,1,0,0,,,,,,0,,0
8YIQX2PEGOGV,P1,62,18.924024640657084,1,0,0,1.0,16.73,0.0,,,0,,0
JMO5Z7AM5E5H,P1,43,6.102669404517454,1,0,0,12.333333333333334,33.601441441441445,-0.5833333333333334,,,0,,0
17OPEIGAORQW,P1,50,24.605065023956193,4,0,1,36.888888888888886,51.54509036144579,0.7,151.21412037037038,39.83083333333334,1,3.0,0
U11UH7GDTNDH,P1,72,9.182751540041068,2,0,0,1.0,310.636,0.0,122.96761904761905,-4.419833333333333,0,,0
82A7NAQKPXRA,P1,81,29.01574264202601,2,0,1,4.0,123.98555555555556,0.15,760.511875,42.49358333333335,0,,0
LDT6B8JMM6BW,P1,44,8.941820670773442,1,0,0,,,,,,0,,0
LAPF6YFLYVHM,P1,74,20.095824777549623,5,0,1,19.22222222222222,26.789190751445084,-1.0666666666666667,704.2618713450292,19.668416666666666,0,,0
MYRSM8V7F4JP,P1,55,20.10403832991102,2,0,0,,,,,,0,,0
CND6GHKDO8TB,P1,84,25.426420260095824,2,0,0,5.111111111111111,380.38978260869567,-0.31666666666666665,13355.142708333333,206.26216666666653,0,,0
48UEQSPLIDMN,P1,55,15.80287474332649,2,0,0,1.75,328.57142857142856,0.023809523809523808,,,0,,0
O72YBQO53KH6,P1,54,26.77344284736482,2,0,0,,,,1.37,0.0,0,,0
MKFJXU2K1OK5,P1,69,18.184804928131417,2,0,1,1.5555555555555556,26.645714285714288,0.03333333333333332,664.358125,39.84491666666667,0,,0
KF8YTJ4MA0CI,P1,78,25.15811088295688,2,0,1,24.11111111111111,23.667741935483868,-0.5666666666666667,367.67681818181813,68.62124999999999,0,,0
8FB21FELNVIY,P1,69,18.924024640657084,1,0,0,1.0,15.040000000000001,0.0,,,0,,0
W0I1XAND54T5,P1,82,29.01574264202601,7,0,1,4.111111111111111,315.9045945945946,0.05,454.8961538461539,-38.5435,0,,0
YVC9IT62YUTL,P1,58,18.924024640657084,1,0,0,,,,,,0,,0
6N8EWPFT16C3,P1,57,6.102669404517454,1,0,0,,,,,,0,,0
U0DQSRT0YKLT,P1,58,18.924024640657084,1,0,0,,,,,,0,,0
Q30RUC15C70T,P1,18,14.42299794661191,1,0,0,,,,10.254,0.0015833333333332847,0,,0
THD3EHM2HMD0,P1,64,1.5633127994524298,2,0,0,,,,,,0,,0
CM7HAM9IOJ7O,P1,57,29.01574264202601,11,1,1,110.22222222222223,41.59601814516129,2.3333333333333335,-842.5128277634961,-363.0855833333333,0,,0
6UGSN06PICV9,P1,57,18.924024640657084,1,0,0,,,,,,0,,1
JKDJPQYOUNX5,P1,71,25.472963723477072,7,0,1,11.777777777777779,45.72830188679245,-1.1666666666666667,217.2675,23.713833333333334,0,,0
BM77DMWHQ3AT,P1,49,14.836413415468858,1,0,0,,,,,,0,,0
D65FWPU4YXF2,P1,25,9.152635181382614,4,0,0,5.444444444444445,84.12183673469389,-0.7,1478.9682500000001,-9.658499999999993,0,,0
4Z9RN90IJ6AM,P1,77,17.609856262833677,1,0,0,25.77777777777778,44.93788793103448,1.3333333333333333,,,0,,0
E461MEVCYT20,P1,65,10.283367556468173,1,0,0,,,,,,0,,0
2P8UAGLMOBHC,P1,67,9.05681040383299,2,0,0,,,,,,0,,0
942BK8OZ3J8D,P1,70,8.254620123203285,2,0,0,1.125,1.0544444444444445,-0.02252252252252252,721.9673913043479,-1.915500000000001,0,,0
DME5BCFZ7XDW,P1,61,13.494866529774127,1,0,0,,,,,,0,,0
ZAMYBM596NJU,P1,67,26.77344284736482,3,0,1,3.5555555555555554,18.059375,0.3,170.3759649122807,-8.574499999999999,0,,0
UZEXNI2VJDC9,P1,57,1.8973305954825461,1,0,0,,,,,,0,,0
3CXJNXACHDNA,P1,68,18.924024640657084,1,0,0,1.7142857142857142,189.2025,-0.035714285714285705,,,0,,0
K8LCZORI4WXT,P1,50,20.216290212183434,1,0,0,,,,,,0,,0
KJPCKITKGC1N,P1,57,18.127310061601644,1,0,0,1.4444444444444444,350.7692307692308,0.13333333333333333,,,0,,0
NKBLCV6IU0NE,P1,76,3.813826146475017,1,0,0,,,,,,0,,0
FIH5I54ZIS65,P1,48,7.1594798083504445,1,0,0,,,,,,0,,0
8TJG9UJJ83NS,P1,79,12.511978097193703,1,0,0,,,,,,0,,0
I98ENLL6AHFN,P1,50,9.215605749486652,2,0,0,5.375,7.441627906976745,0.5789473684210527,73.3575,5.2855,0,,0
B37DIZL65IJ2,P1,67,12.824093086926762,3,0,1,2.4444444444444446,82.69954545454546,-0.03333333333333333,9690.68275,296.4169166666668,0,,0
DAJ5KSY3KZWS,P1,50,4.060232717316906,1,0,0,1.0,450.0,0.0,,,0,,0
SOWGGA5TXTAG,P1,93,18.924024640657084,1,0,0,,,,,,0,,1
RR6ZUOWBVFZR,P1,69,9.464750171115675,6,1,1,9.666666666666666,97.20724137931035,0.0,-82.84705035971223,-11.340083333333332,0,,0
MXJXVAEW98WE,P1,63,1.2046543463381245,1,0,0,,,,,,0,,0
4OCUHJPP3H58,P1,35,18.924024640657084,1,0,0,1.2857142857142858,50.221111111111114,0.11271676300578033,,,0,,0
8W8GJB1Q4WJF,P1,56,18.924024640657084,1,0,0,,,,,,0,,0
P4BA2RD7KO5Q,P1,56,17.916495550992472,3,0,0,32.0,44.2528125,0.6666666666666666,1406.597130044843,9.566750000000017,0,,0
GG7G0BOJ3WAI,P1,76,29.01574264202601,2,0,1,3.4444444444444446,237.4741935483871,-0.03333333333333333,1933.1025,169.48908333333335,0,,0
O5AQPA3THFDY,P1,63,1.8124572210814511,1,0,0,,,,,,0,,0
J5ARIWMUUP1I,P1,50,7.405886379192334,1,0,0,,,,,,0,,0
FLD16B67P07A,P1,78,27.11567419575633,1,0,0,3.6666666666666665,41.95666666666666,-0.38333333333333336,,,0,,0
SQCHZIS76TB3,P1,47,18.924024640657084,1,0,0,,,,,,0,,0
PP2M4F5NWL1O,P1,20,8.791238877481177,1,0,0,,,,,,0,,0
XXM50X3DDJK4,P1,41,7.36208076659822,1,0,0,,,,0.0,0.0,0,,0
SG2INQQ2K7AJ,P1,72,25.371663244353183,7,0,1,51.55555555555556,566.275926724138,-2.2,7235.308992537313,-24.25133333333334,0,,0
IVJZQQ4LYPIB,P1,57,18.924024640657084,1,0,0,1.0,34.53,0.0,,,0,,0
Y71M20L9ZNHU,P1,64,26.888432580424368,1,0,0,,,,0.0,0.0,0,,0
D0VBVTWGZTTV,P1,73,1.9657768651608487,1,0,0,,,,,,0,,0
TXMIM3G9F56X,P1,50,18.924024640657084,1,0,0,2.0,300.0,-0.21621621621621623,,,0,,0
ZCN0A8F0HUJT,P1,92,25.39630390143737,2,0,1,1.8888888888888888,156.2135294117647,0.11666666666666667,3859.8330303030307,274.1214166666666,0,,0
P0TUNN9FI6IP,P1,73,26.77344284736482,3,0,1,1.6666666666666667,39.077999999999996,-0.03333333333333334,99.83760000000001,10.513250000000001,0,,0
S1P0C2SNUCNF,P1,44,11.58384668035592,1,0,0,,,,,,0,,0
UUM3HKJ92BG5,P1,56,7.3319644079397674,2,0,0,,,,,,0,,0
KGXEF31GR5O3,P1,72,7.4195756331279945,1,0,0,,,,,,0,,0
CPCD7M0E80U6,P1,79,18.924024640657084,1,0,0,,,,,,0,,0
QQNTFE9Y7EUE,P1,44,18.924024640657084,1,0,0,3.8333333333333335,128.15782608695653,-0.03614457831325301,,,1,1.0,0
IJVI8JZREQ96,P1,93,25.43463381245722,2,0,1,3.888888888888889,247.02114285714285,-0.23333333333333336,6069.812727272728,160.0643333333333,0,,0
BJQAVDKCYUEJ,P1,69,17.013004791238878,2,0,0,5.0,256.82888888888886,-0.2,13118.90672413793,-48.23791666666663,0,,0
4ZPJ0XX5ET1D,P1,27,1.429158110882957,3,0,0,4.0,7882.0599999999995,0.0,4723.837272727273,677.6716666666667,1,1.0,0
GP067K33IRTS,P1,37,8.969199178644764,3,0,0,,,,,,0,,0
T96RB9GOPHJR,P1,75,4.870636550308008,3,0,0,3.0,51829.60166666666,0.0,39209.69735294118,6910.954333333333,0,,0
YDGPI2DMNPLS,P1,81,12.878850102669405,3,0,1,3.3333333333333335,129.87866666666667,-0.1,167.54444444444445,-0.3345833333333336,0,,0
