IDENTIFIKATOR_KLIJENTA,DOB,TENURE_YEARS_REF,n_products,has_kredit,PRIMA_PLACU,avg_txn_per_month,avg_txn_amount,avg_balance,balance_trend,has_contact,CHURNED
5RNZ3GISA8H9,67,19.42505133470226,1,0,0,5.571428571428571,72.66974358974359,0.0,0.0,1,0
5RRE8ZB5A0LK,82,27.085557837097877,2,0,1,2.75,298.6627272727273,8202.709666666668,195.38297794117645,1,0
5RY5DJCQWBM0,63,21.251197809719372,2,0,1,3.1875,674.3423529411765,8988.993908045977,1616.8696691176472,0,0
5S76JI5PEFSZ,50,19.42505133470226,1,0,0,2.4,154.09458333333333,0.0,0.0,0,0
5SCCD6U6USB0,60,19.42505133470226,2,0,0,2.0,95.83333333333333,0.0,0.0,0,0
5SQLAFDH0OG6,85,26.031485284052017,10,0,1,22.0625,51.32903682719547,686.0110476190476,17.866632352941174,0,0
5SWFZ9SQ1KMW,64,20.566735112936346,9,1,1,24.9375,41.35022556390978,629.3348309178743,224.5490073529412,0,0
5SXAHNN5XEM7,50,1.7412731006160165,1,0,0,1.0,64.98,10833.333333333334,-13500.0,0,0
5T1FTONPLF5L,55,19.247091033538673,3,1,0,1.4444444444444444,33.44230769230769,-4605.727142857143,-194.05467647058822,0,0
5TCDOJY9GL5U,47,0.44353182751540043,1,0,0,0.0,0.0,0.0,0.0,0,0
5TEDIZR6RGI2,75,9.949349760438055,3,0,0,4.4375,279.0046478873239,132.14747474747475,2.493617647058824,0,0
5TGK3UQDR10I,67,19.42505133470226,2,0,0,3.1666666666666665,35.74,0.0,0.0,0,0
5TGOKQTT6FJR,43,9.902806297056811,3,0,1,30.125,126.88244813278008,177.3414642857143,-2.077522058823529,0,0
5TNUTN406VBD,76,19.641341546885695,3,0,1,4.25,198.22441176470588,316.239633027523,10.39222794117647,0,0
5TTEAIOUXGWA,62,27.274469541409992,3,0,1,3.1875,13.549607843137254,116.64320512820512,2.227235294117647,0,0
5TX65JAKJH4C,76,25.872689938398356,5,0,1,2.8,318.94619047619045,5412.770114942528,153.48487500000002,0,0
5TXI6KEBUN5Z,84,10.3709787816564,2,0,1,3.533333333333333,180.65471698113208,198.79836065573772,-4.021176470588235,0,0
5TZ75ETUR73P,70,18.105407255304584,1,0,0,0.0,0.0,0.0,0.0,0,0
5U1ZA1P93GVW,55,26.85284052019165,1,0,0,4.125,118.82878787878788,0.0,0.0,0,0
5U4F5LLRXRW6,64,28.843258042436688,2,0,1,37.375,22.61797658862876,812.0150473933649,20.812786764705887,0,0
5U6KNO3S9K0C,74,9.626283367556468,2,0,0,5.1875,50.1710843373494,443.88210937499997,-20.01281617647059,0,0
5U88YHYVGPTG,64,24.62422997946612,3,0,0,1.1111111111111112,1.5139999999999998,527.0658974358975,-1.8760808823529453,0,0
5UAZS406PWCY,62,17.88637919233402,1,0,0,0.0,0.0,0.0,0.0,0,0
5UJM5STTIA1S,30,0.6461327857631759,1,0,0,0.0,0.0,0.0,0.0,0,0
5UJWLKT2DEUA,62,7.660506502395619,1,0,0,1.0,210.0,0.0,0.0,0,0
5UPKSNRMQW7J,43,6.6036960985626285,1,0,0,0.0,0.0,0.0,0.0,0,0
5UQ2HDFUTUHI,11,10.140999315537304,1,0,0,1.1111111111111112,39.053,746.9525925925926,28.915580882352938,0,0
5UR07G24H043,56,15.351129363449692,1,0,0,0.0,0.0,0.0,0.0,0,0
5UV6JGR30BSZ,59,18.652977412731005,1,0,0,3.857142857142857,26.877407407407404,0.0,0.0,0,0
5VKAMCPIM54M,47,23.72621492128679,1,0,0,0.0,0.0,0.0,0.0,0,0
5VNNNC2BLSCU,75,9.754962354551678,5,0,1,11.125,286.809606741573,8675.726525821596,-215.55072058823524,0,0
5VY68UZOA91N,79,18.527036276522928,3,0,0,12.625,89.18247524752475,306.84133333333335,56.21283088235294,0,0
5WENDVFJY9K2,77,9.390828199863108,6,0,0,2.1875,154.46114285714287,2358.8695061728395,55.78008088235294,1,0
5WM2J83MM3ZS,36,5.19917864476386,3,0,0,17.0,80.37470588235294,400.3560106382979,11.697558823529413,0,0
5WOLWUHIMDJJ,16,9.875427789185489,1,0,0,0.0,0.0,977.3005882352942,0.08772794117647306,0,0
5WUJMO3UF6HB,11,9.960301163586584,1,0,0,1.0,27.08,5429.797647058824,2.155213235294111,0,0
5X21XXT0F0G5,54,11.53182751540041,1,0,0,0.0,0.0,0.0,0.0,0,0
5X2U1W3QUNI4,42,13.897330595482547,1,0,0,2.0,233.33333333333334,0.0,0.0,0,0
5X2Z9EIE8996,69,8.643394934976044,1,0,0,0.0,0.0,0.0,0.0,0,1
5X7OCDWGHL1J,52,19.42505133470226,1,0,0,0.0,0.0,0.0,0.0,0,1
5XDXS0OBFJC7,73,15.537303216974674,1,0,0,5.0,4574.358,5099.276153846154,-1100.0,0,0
5XQ1KOVHTL94,80,19.42505133470226,1,0,0,0.0,0.0,0.0,0.0,0,0
5XYA5HA23RP9,48,6.6036960985626285,1,0,0,23.75,22.333210526315792,0.0,0.0,0,0
5YL59RYP6BV5,85,26.031485284052017,2,0,1,2.0,227.385,3031.1363333333334,-121.03588235294119,0,0
5YO7WWIP2ZGM,48,9.604380561259411,1,0,0,0.0,0.0,0.0,0.0,1,0
5YQ2CUKAQ2ZH,81,14.45037645448323,1,0,0,0.0,0.0,0.0,0.0,0,0
5YXQWDG14J5Y,70,9.1088295687885,2,0,1,3.466666666666667,351.66769230769233,185.7712121212121,-7.632661764705881,0,0
5Z0GA5F6485L,84,19.42505133470226,1,0,0,0.0,0.0,0.0,0.0,0,0
5Z4WSCS3GWFC,86,17.568788501026695,1,0,0,1.5,141.66666666666666,0.0,0.0,0,0
5ZGNJP9G2802,56,10.042436687200547,1,0,0,1.8125,41.724137931034484,0.0,0.0,0,0
5ZJ6H71PE82M,56,19.42505133470226,1,0,0,1.8,280.5014814814815,0.0,0.0,1,0
5ZPMTZGE269P,86,18.21218343600274,2,0,1,7.2,78.10305555555557,485.09121951219515,-34.479323529411765,0,0
5ZROL55LMN67,64,17.579739904175224,9,0,1,13.1875,64.3463981042654,-375.65832752613244,-2.0195955882352954,0,0
5ZSW158H9OU8,69,15.375770020533881,1,0,0,0.0,0.0,0.0,0.0,0,0
607E3EZ3QMT6,57,1.4811772758384667,1,0,0,0.0,0.0,0.0,0.0,0,0
60GT27O06GSJ,70,19.42505133470226,1,0,0,0.0,0.0,0.0,0.0,0,0
60OTBRFMUH3H,16,9.69472963723477,1,0,0,1.3333333333333333,105.59250000000002,153.32474074074074,-0.5009852941176461,0,0
60USQR5XRMC0,73,12.353182751540041,9,0,1,24.5625,50.22213740458015,-1120.9727207637231,7.809161764705878,0,0
6161EKE3SVAU,57,1.45927446954141,1,0,0,1.9333333333333333,394.3048275862069,0.0,0.0,0,0
617JMLHEN66L,76,0.188911704312115,1,0,0,0.0,0.0,0.0,0.0,0,0
61NG3SQB2QZ1,62,17.998631074606433,2,0,0,6.125,256.2044897959184,348.6646428571429,-10.594470588235295,1,0
61P7K4I82ZCT,83,24.90075290896646,2,0,1,3.375,190.75148148148148,1820.7595294117648,133.95769852941177,0,0
61ZTNWKE8F9L,41,4.468172484599589,1,1,0,1.0,44.83777777777778,-4594.28875,49.33370588235294,0,1
62LGFK30M50Q,76,26.576317590691307,3,0,1,13.3125,153.22596244131455,9576.164594594595,-176.2401911764706,1,0
62QKK0D25DH3,39,15.671457905544148,2,0,0,19.6,173.49693877551022,159.63205128205126,12.694500000000001,1,0
634EIKRB1274,79,18.491444216290212,3,0,1,2.466666666666667,249.57837837837837,2716.4398936170214,-93.804375,0,0
639HDYDBQYRX,77,13.544147843942506,1,0,0,0.0,0.0,0.0,0.0,0,0
63HL5RKP8KJZ,84,19.42505133470226,1,0,0,0.0,0.0,0.0,0.0,0,0
63L4HOYIJZV6,58,1.3963039014373717,1,0,0,3.2857142857142856,282.60869565217394,0.0,0.0,0,0
63MWTSMMVWX1,60,16.73100616016427,1,0,0,0.0,0.0,0.0,0.0,0,0
643FEDJR54H9,49,19.42505133470226,1,0,0,0.0,0.0,0.0,0.0,0,0
64CG782J4FLL,53,19.42505133470226,1,0,0,0.0,0.0,0.0,0.0,0,1
64IE1Y79TNLW,67,19.42505133470226,1,0,0,0.0,0.0,0.0,0.0,0,0
64KW7TDUUMT6,60,1.325119780971937,1,0,0,1.0,297.0,0.0,0.0,0,0
64LWTLNBQ8OL,70,25.89185489390828,4,0,1,1.6153846153846154,120.45666666666668,1090.8316597510373,63.02544852941177,0,0
64WP3S65YH7A,85,26.031485284052017,1,0,0,0.0,0.0,0.0058823529411764705,0.0009044117647058823,0,0
65B0TIUJCKTR,25,10.042436687200547,4,0,1,28.375,77.96508810572688,306.80752727272727,16.579595588235293,1,0
65EDO8ZSXPLD,40,6.154688569472964,1,0,0,0.0,0.0,0.0,0.0,0,0
65H01BFTEFMD,62,13.141683778234086,1,0,0,0.0,0.0,0.0,0.0,0,0
65K4E18J0QM7,30,3.7426420260095825,2,0,0,21.0,73.71761904761905,-710.7987719298245,313.245,1,0
65RL0JWP6VFL,76,18.68583162217659,4,0,1,23.25,188.41215053763437,19272.351218637992,-103.72628676470597,1,0
668PVMLMP0IH,63,19.42505133470226,1,0,0,3.2666666666666666,217.3469387755102,0.0,0.0,0,0
66K2L1NVW7FT,49,19.42505133470226,1,0,0,0.0,0.0,0.0,0.0,0,0
66NQL6AOGTHB,74,17.998631074606433,1,0,0,0.0,0.0,0.0,0.0,0,1
66R7C7L8AOLN,67,2.2505133470225873,1,0,0,0.0,0.0,0.0,0.0,0,0
66SU6NO2J4AD,57,5.073237508555784,1,0,0,3.9285714285714284,224.54545454545453,0.0,0.0,0,0
67433NMSLXED,36,0.49555099247091033,1,0,0,12.0,16.0475,0.0,0.0,0,0
677X2E7M6MPG,69,27.274469541409992,5,0,1,8.25,126.66734848484849,817.0057407407407,-83.76124264705882,0,0
67EJK5UFO1GC,61,27.123887748117728,6,1,1,2.875,48.69,-5106.018581081081,-0.00665441176470588,0,0
67HURW8P64NP,29,10.151950718685832,4,0,1,42.9375,90.82786026200873,557.2441330166271,37.292235294117646,0,0
67JR7N9GC7Y3,64,19.42505133470226,3,0,0,0.0,0.0,0.0,0.0,0,0
67QOPW65RNEX,33,0.36960985626283366,4,0,0,28.0,507.7818571428572,26008.022643678163,-5029.45,1,0
67WKPTR1BZ4P,26,9.752224503764545,6,0,0,10.5625,169.59893491124262,11217.868285714285,436.54377205882355,0,0
683CAYO09R8Q,79,1.8206707734428473,1,0,0,1.6,2382.5675,37575.37210526315,1796.6766102941176,0,1
68I0IT3VX5YX,68,1.8809034907597535,2,0,0,1.4444444444444444,9929.424615384616,22059.405652173915,-661.0008014705883,0,0
68Q2S1TFF4IH,82,25.949349760438057,1,0,0,0.0,0.0,237.94764705882355,0.0027132352941178126,0,0
690PVG6PI6BI,61,9.752224503764545,10,1,0,11.0625,81.49813559322034,-1932.8148241206031,-1.1447058823529412,0,0
6910LBUOUQO3,86,19.42505133470226,1,0,0,0.0,0.0,0.0,0.0,0,0
699ESGXYKVCY,42,8.774811772758385,1,0,0,9.166666666666666,55.721272727272726,0.0,0.0,0,0
699ZBSNF3TDT,41,12.383299110198495,1,0,0,0.0,0.0,0.0,0.0,0,0
69B5I1821HM8,45,2.2505133470225873,1,0,0,17.9375,105.69616724738675,0.0,0.0,0,0
69DCPWT9JOM3,58,19.42505133470226,1,0,0,0.0,0.0,0.0,0.0,0,0
69ZF4DC7RYSS,68,19.42505133470226,1,0,0,11.4375,16.466120218579235,0.0,0.0,0,0
6A2KTA9FNJ65,67,19.42505133470226,1,0,0,0.0,0.0,0.0,0.0,0,1
6A7WIJ0I401O,47,19.42505133470226,1,0,0,0.0,0.0,0.0,0.0,0,0
6AGQR6MEWCH5,74,25.894592744695416,1,0,0,0.0,0.0,1.12,0.0,0,0
6AGZMQ0Y67M5,71,10.04517453798768,4,0,1,3.625,270.22775862068966,572.5968131868132,-63.82038970588235,0,0
6AHSC09RM6DH,83,16.421629021218344,2,0,0,0.0,0.0,0.0,0.0,0,0
6AN4LOJJ3D8C,67,11.271731690622861,3,0,0,8.8125,452.1992907801419,24945.266734693876,344.82222794117666,0,0
6B5RYSVAV2MC,79,19.42505133470226,1,0,0,0.0,0.0,0.0,0.0,0,0
6B86GQJ3CAR5,45,9.921971252566735,8,0,1,51.375,890.0667396593674,1329.8465714285715,89.50204411764706,0,0
6B8UG4Z0VWXL,75,11.696098562628336,1,0,0,0.0,0.0,0.0,0.0,1,0
6BB4TGFI8ZCR,55,19.42505133470226,1,0,0,0.0,0.0,0.0,0.0,0,0
6BE3XLCMDFWR,77,11.444216290212184,1,0,0,0.0,0.0,0.0,0.0,0,0
6BEDKB2V9GK2,53,23.186858316221766,1,0,0,0.0,0.0,0.0,0.0,0,0
6BESRVWRYV34,40,7.956194387405886,11,1,1,54.375,170.04386206896552,-14989.18274390244,172.82435294117647,1,0
6BFYYH9GLO1W,38,6.4750171115674195,1,0,0,0.0,0.0,0.0,0.0,0,0
6BJALJ329K8N,64,25.429158110882955,4,1,0,2.6,27.166410256410256,-36.682469135802464,60.12449264705882,0,0
6BQ982BX128D,77,17.598904859685145,5,0,1,28.4375,31.067362637362635,39.596130790190735,22.466286764705885,0,0
6BWQLVXIW320,57,18.60369609856263,1,0,0,0.0,0.0,0.0,0.0,0,0
6CBFNACU3OF9,63,25.872689938398356,2,0,1,23.8125,54.64553805774278,1699.6735446685877,-77.29675735294116,0,0
6CDFNWF4U5MB,67,3.679671457905544,4,0,1,2.0,374.19,614.2268333333334,63.11627205882353,0,0
6CN6HKD3NCNP,49,2.0479123887748116,1,0,0,2.0,387.5,0.0,0.0,1,0
6D6FN2NSOAV1,63,9.886379192334017,1,0,0,0.0,0.0,0.0,0.0,0,0
6DEIGM6NSOP1,44,1.8781656399726214,3,0,0,6.0,20660.161666666667,28192.81763157895,441.1974999999999,0,0
6DJ34RAYNKHR,74,19.42505133470226,1,0,0,0.0,0.0,0.0,0.0,0,0
6DOU9P8SG3H8,37,14.47501711156742,1,0,0,0.0,0.0,0.0,0.0,0,0
6DPZ75SSX2U9,30,28.8186173853525,10,0,1,30.6875,310.3536252545825,11278.309910714286,-1334.010463235294,1,0
6DTP3FJ68D1Q,47,7.641341546885695,1,0,0,0.0,0.0,0.0,0.0,0,1
6DUKE3JM2RVY,55,4.191649555099247,1,0,0,1.5,133.33333333333334,0.0,0.0,0,0
6E1M6SFUF2IY,23,2.3819301848049284,1,0,0,0.0,0.0,0.0,0.0,0,0
6ESL74CTWWMK,47,9.96577686516085,3,0,1,19.4375,58.72971061093247,4102.122607361963,326.81970588235293,0,0
6ESZWFAY5Z42,91,26.031485284052017,2,0,1,2.8125,237.9,7352.52768292683,485.7930735294118,0,0
6EUFR8ZRA0F0,38,10.140999315537304,7,1,1,36.1875,112.26096718480137,-1098.3020493358636,14.625330882352939,0,0
6F29LEWMVZLC,78,27.186858316221766,1,0,0,3.0,10.265555555555556,-1.89,0.0,0,0
6F2LMJDAI5O3,85,9.891854893908283,3,0,1,1.7142857142857142,88.71208333333334,11267.12320754717,220.76136764705885,0,0
6F4XQL4N2LLA,71,19.42505133470226,1,0,0,0.0,0.0,0.0,0.0,0,0
6F8WP6W7C5W1,32,0.7091033538672142,3,0,0,6.0,142.07895833333333,669.2448214285714,-58.36559523809525,1,0
6FC6OPRE3QSO,62,18.21218343600274,3,0,1,1.7142857142857142,174.93166666666664,362.6923255813954,-3.645169117647059,0,0
6FMBE9CPZEPV,61,8.131416837782341,1,0,0,3.5,75.56142857142858,0.0,0.0,0,0
6FNB6RPF0L0K,75,19.42505133470226,1,0,0,3.1333333333333333,188.93617021276594,0.0,0.0,0,0
6FO1PELE8QHL,55,19.42505133470226,1,0,0,3.8666666666666667,10.972413793103447,0.0,0.0,0,0
6FOTMY8MJ5T8,47,10.381930184804927,1,0,0,0.0,0.0,0.0,0.0,0,0
6G00KTH1NJG2,56,17.472963723477072,1,0,0,0.0,0.0,2.39,0.0,0,0
6GHUCKFNOTIJ,41,19.42505133470226,1,0,0,0.0,0.0,0.0,0.0,0,1
6GI2BPSZY0Z4,94,29.26488706365503,1,0,1,2.25,177.64888888888888,286.6274774774775,31.40750735294118,0,0
6GOAX7FSTF23,53,10.329911019849419,2,0,0,1.75,155.345,0.0,0.0,0,0
6H2BZS89B52M,84,19.42505133470226,1,0,0,0.0,0.0,0.0,0.0,0,0
6H4XPJ9SX1TF,48,6.362765229295003,1,0,0,2.0,284.5909375,0.0,0.0,0,0
6H7CZ95RY9R6,65,11.211498973305956,1,0,0,0.0,0.0,0.72,0.0,0,0
6H8UU3EPGKVS,73,10.557152635181383,1,0,0,0.0,0.0,0.0,0.0,0,0
6HC4DYOGVT04,43,6.031485284052019,1,0,0,4.75,73.05157894736843,0.0,0.0,0,0
6HFL603ZSAX2,6,1.242984257357974,3,0,0,2.2857142857142856,2935.9078125,3013.040340909091,167.7753035714286,0,0
6HJ3ACK3JW51,78,29.6290212183436,1,0,0,0.0,0.0,0.0,0.0,0,0
6HOY06BFWYWH,59,19.42505133470226,2,0,0,2.7142857142857144,95.82052631578946,0.0,0.0,0,0
6HPPH0RWH5FJ,86,17.04312114989733,3,0,0,1.5,3.8100000000000005,748.9321568627452,9.903698529411765,0,0
6HQ42MBL5GY4,104,26.083504449007528,1,0,0,1.0,0.36,3617.4517647058824,0.03255882352942228,0,0
6I37ADUHDLWC,54,2.2505133470225873,1,0,0,0.0,0.0,0.0,0.0,0,0
6IBRZ3NGIB9H,85,19.42505133470226,1,0,0,0.0,0.0,0.0,0.0,0,0
6IJQOXGLCGNS,57,9.538672142368242,1,0,0,2.5,115.6,0.0,0.0,0,0
6IKIULEZ5J1J,59,2.2505133470225873,1,0,0,1.8571428571428572,81.53846153846153,0.0,0.0,0,0
6IMGANDRQPYS,54,-0.30390143737166325,1,0,1,0.0,0.0,0.0,0.0,0,0
6J7K4OEI6EDG,35,0.7720739219712526,1,0,0,0.0,0.0,0.0,0.0,1,0
6JGEVKJLZ1VM,75,19.42505133470226,1,0,0,0.0,0.0,0.0,0.0,0,0
6JRLGNE0GVTL,63,2.5051334702258727,1,0,0,0.0,0.0,0.0,0.0,0,0
6JV174P4PBO4,74,27.54551676933607,8,1,1,30.875,43.04473684210526,-302.779736346516,2.653639705882355,0,0
6JVPZNOI14ZQ,27,17.229295003422312,2,0,0,1.0,0.01,23.225757575757576,0.3566544117647059,0,1
6K4O3XOGWZK2,83,25.932922655715263,2,0,1,5.3125,253.11011764705884,2515.3242975206613,25.67701470588235,0,0
6K55XO5D9Q7W,50,19.186858316221766,9,0,0,10.375,112.72704819277108,175.15121827411167,-14.859301470588237,1,0
6KJD0MYQ1Q41,48,7.975359342915811,2,0,0,2.0,1000.0,0.0,0.0,0,0
6KKN34QR7EIA,48,8.413415468856947,3,0,0,1.2857142857142858,3.2538888888888886,2627.8766666666666,-5.288088235294118,0,0
6KM7YBUEODVB,74,25.95482546201232,4,0,1,5.4375,328.5073563218391,4505.476326530613,356.3291985294117,0,0
6KRGQNVRXRY9,66,20.468172484599588,3,0,1,42.9375,135.1279767103348,3436.0675,-28.28738235294116,1,0
6KTY6QEP8O1S,61,19.42505133470226,1,0,0,2.0,128.095,0.0,0.0,0,0
6KUOPW835W6C,46,5.754962354551677,1,0,0,2.0,20.0,0.0,0.0,0,0
6KUP900I41S6,64,19.42505133470226,1,0,0,0.0,0.0,0.0,0.0,0,0
6L4ESTLVSZZO,47,4.1943874058863795,1,0,0,2.4444444444444446,270.7990909090909,0.0,0.0,0,0
6L6LKOCQ6STW,84,25.927446954141,2,0,1,3.75,251.13233333333335,7976.805684210527,222.8497867647059,0,0
6L7AHZYQPA8A,38,9.604380561259411,4,0,1,1.4166666666666667,0.526470588235294,-5.322321428571429,-0.4565882352941176,0,0
6L9U6P0Z7DXX,30,1.374401095140315,1,0,0,1.0,1.24,0.0,0.0,0,0
6LHERTJC1Z4T,65,19.42505133470226,1,0,0,2.0,101.2,0.0,0.0,0,0
6LODJGN32KL5,72,28.843258042436688,1,0,0,3.5,27.54918367346939,0.0,0.0,0,0
6LRSPMFIJG6C,55,8.621492128678987,1,0,0,0.0,0.0,0.0,0.0,0,0
6LVW5JHSX29O,52,29.415468856947296,7,1,1,38.6875,59.37770597738288,15.87516853932584,42.462595588235295,1,0
6LYJ0OMQ06TR,29,17.560574948665298,1,0,0,0.0,0.0,0.0,0.0,1,0
6M4FBLS3Y6YQ,51,8.010951403148528,1,0,0,0.0,0.0,0.0,0.0,0,0
6M6GM6BZW4ZK,91,25.908281998631075,1,0,1,2.625,283.79499999999996,1127.0705147058825,61.022139705882346,0,0
6MKMGJ89CJQ8,61,14.154688569472963,1,0,0,84.16666666666667,12.956247524752476,0.0,0.0,0,0
6N8EWPFT16C3,57,6.6036960985626285,1,0,0,0.0,0.0,0.0,0.0,0,0
6NBMLTUP3Q9D,68,17.059548254620122,6,0,0,10.5,30.464761904761904,66.88234375,-1.1042867647058823,0,0
6NCE3PDA6MY1,53,11.682409308692677,1,0,0,1.4615384615384615,102.45473684210526,0.0,0.0,0,0
6NH90Y98102N,42,5.686516084873374,1,0,0,1.2857142857142858,182.13444444444445,0.0,0.0,0,0
6NHZ2HUWI4OH,76,0.13689253935660506,1,0,0,0.0,0.0,0.0,0.0,0,0
6NQQCKBB1ZQO,55,19.42505133470226,3,0,0,2.5,94.8952,0.0,0.0,0,0
6O0D4WD8OTVQ,67,29.43463381245722,12,1,1,10.8125,196.50658959537571,95.32682758620689,2.0537647058823527,1,0
6O1JC4WZCLA8,52,16.919917864476385,2,0,0,1.3333333333333333,2.0991666666666666,-1.9773584905660377,-0.5359411764705883,0,0
6O75UH0J3A3M,81,18.38193018480493,2,0,1,4.4375,97.0912676056338,177.392890625,1.0045808823529403,0,0
6O8P5BRRYEOA,40,9.908281998631075,3,0,1,2.5,217.945,1449.1750467289721,289.38636029411765,0,0
6O9Y4700K4RJ,87,20.49281314168378,2,0,0,2.75,179.18068181818182,295.8964556962025,20.909632352941177,0,0
6OAP7TM8I6LX,62,18.954140999315538,2,0,1,3.25,24.88269230769231,25.972696629213484,1.350198529411765,0,0
6OL7CML2BVKO,56,9.560574948665298,1,0,0,0.0,0.0,0.0,0.0,0,0
6ONI8ZXX9KRK,79,26.031485284052017,6,0,1,4.133333333333334,403.19467741935483,440.19205607476636,28.950757352941174,1,0
6OOJ3W5UK9FW,53,13.96851471594798,1,0,0,2.0,29.936666666666667,0.0,0.0,0,0
6OWV775NI5TC,46,13.760438056125942,1,0,0,0.0,0.0,0.0,0.0,0,0
6OZRJI07RPGZ,67,26.598220396988363,1,0,0,0.0,0.0,0.0,0.0,0,0
6P8KFL4GP5OC,73,1.4017796030116358,1,0,0,0.0,0.0,0.0,0.0,0,0
6P8QZVEVL1JV,43,8.752908966461328,1,0,0,0.0,0.0,0.0,0.0,0,0
6PPSJHPWB9X6,12,9.787816563997263,1,0,0,1.0,100.0,7.329473684210526,-0.5019779411764707,0,0
6Q1R4UXBM62P,45,7.112936344969199,3,0,0,16.666666666666668,228.22626666666667,-709.6323749999999,-9.386764705882353,1,0
6QEYYRX5O3KK,80,25.965776865160848,2,0,1,6.25,325.7056,9788.007936507936,-106.80282352941178,0,0
6QGBPZ8HNJW4,41,2.4969199178644765,1,0,0,0.0,0.0,0.0,0.0,0,0
6QHE2P4AOP4M,57,19.052703627652292,2,0,0,26.8125,21.131188811188814,0.0,0.0,0,0
6QLK813GTM55,86,11.961670088980151,1,0,0,2.9375,211.90829787234043,1056.7422222222222,34.144632352941166,0,1
6QW687YX1ICP,37,12.854209445585216,8,1,0,22.625,127.87933701657458,-1297.468684931507,31.598249999999997,1,0
6R293W8FY2WX,79,28.36413415468857,1,0,0,2.4,160.68791666666667,0.0,0.0,0,0
6R5MTRYGWCYQ,19,9.853524982888432,3,0,1,1.4285714285714286,632.1375,5692.790175438596,510.7825882352941,0,0
6RI6SK4MJVQB,60,27.274469541409992,2,0,1,2.5,21.5595,88.1471052631579,-15.293764705882356,0,0
6RNU9OFOL5Y5,49,28.55852156057495,1,0,0,0.0,0.0,0.0,0.0,0,0
6RR8BTTHJA60,26,9.760438056125942,7,0,1,78.3125,61.44873104549082,2312.3796525096527,403.4843602941176,1,0
6RS29KU723O1,28,7.939767282683094,2,0,0,0.0,0.0,0.0,0.0,0,0
6RVO58N4D417,78,19.42505133470226,1,0,0,4.5625,39.01958904109589,0.0,0.0,0,0
6S0CY7CW8JQ5,74,25.00752908966461,4,0,1,4.625,319.8485135135135,3875.389238095238,-195.9766544117647,0,0
6S1IP7GNTYE7,83,28.427104722792606,2,0,0,8.0,183.899453125,8842.944437869823,225.33677941176475,0,1
6S2IU7HUUU8L,75,5.4428473648186175,1,0,0,0.0,0.0,0.0,0.0,0,0
6S3DLGL4KBVF,67,27.247091033538673,2,0,1,3.8125,59.55754098360656,4.572299999999999,12.49980882352941,1,0
6S3HG4OK3DR1,44,2.5489390828199863,1,0,0,0.0,0.0,0.0,0.0,0,0
6S3PP46IQT1E,59,19.42505133470226,1,0,0,1.6428571428571428,184.91695652173914,0.0,0.0,0,0
6S7CJHVL1TL2,85,0.5968514715947981,2,0,0,1.0,2.7800000000000002,3.1041176470588234,-1.9470833333333335,0,0
6SHYL7MU8S42,20,4.870636550308008,2,0,0,0.0,0.0,0.13,0.0,0,0
6SS5LH429QD1,48,10.064339493497604,2,0,0,0.0,0.0,1.9,0.0,1,0
6SX7YU55WPQD,76,4.172484599589322,1,0,0,0.0,0.0,0.0,0.0,0,0
6TF01QB6OM8D,42,19.42505133470226,1,0,0,0.0,0.0,0.0,0.0,0,1
6TKQ4CAVIQHX,66,1.998631074606434,1,0,0,4.461538461538462,61.258620689655174,0.0,0.0,0,0
6TWPNJVXDV7S,48,1.51129363449692,1,0,0,0.0,0.0,0.0,0.0,0,0
6U1U8P5ROGLB,55,9.664613278576317,6,0,1,18.875,426.08877483443706,10240.946735294117,-138.3345367647059,1,0
6U3HHK21G1C0,10,9.949349760438055,1,0,0,1.0,153.38,1568.4268421052632,43.761051470588235,0,0
6U88RLLIVVK8,58,21.505817932922657,6,0,1,13.875,160.90567567567567,233.45485943775103,-0.0544632352941171,1,0
6UBNEA2KDRGY,55,2.2505133470225873,1,0,0,0.0,0.0,0.0,0.0,0,0
6UBV6VCP2CA5,79,25.872689938398356,3,0,1,2.466666666666667,438.8564864864865,887.6312676056338,-0.9640073529411732,0,0
6UISRYD3AZ5G,40,2.3819301848049284,1,0,0,1.1666666666666667,457.14285714285717,0.0,0.0,0,0
6V86G4U8Q1YW,55,25.872689938398356,4,0,1,15.8125,228.86217391304348,29709.020524475523,734.8070955882354,0,0
6VIUWGWS4T0M,62,1.5852156057494866,1,0,0,0.0,0.0,0.0,0.0,0,0
6VNH9NEBD58V,53,28.73100616016427,4,0,0,25.5,81.3038480392157,329.0133,-21.719727941176473,0,0
6VTNSEB671QH,27,9.987679671457906,2,0,0,2.142857142857143,15.705333333333334,16.096216216216213,1.432404411764706,0,0
6VYVETKN3Z00,61,26.236824093086927,6,0,1,28.6875,108.05050108932461,56023.33632241814,258.19322058823525,1,0
6WNKKSGE7ECN,69,12.68993839835729,1,0,0,0.0,0.0,0.0,0.0,0,0
6WOX2F9J4HDZ,84,26.00958247775496,3,0,1,2.1875,259.46885714285713,824.7712359550562,32.32321323529412,0,0
6WWUB1JST7MP,88,26.850102669404517,2,0,0,8.5625,115.12145985401459,2957.0183854166667,85.76816176470588,1,0
6X1XL6MOQG97,35,1.4893908281998631,1,0,0,0.0,0.0,0.0,0.0,0,0
6X2XMN0E7UA0,54,9.683778234086242,1,0,0,1.4615384615384615,1.0426315789473684,33484.48729166667,-1.6114558823529959,0,0
